VTX,IDX,Position[0],Position[1],Position[2],Position[3],Diffuse,Normal,TexCoord0[0],TexCoord0[1]
41,3,863.000,8349.000,-1379.000,3.000,"D3DCOLOR_ARGB(0xff,0xff,0xff,0xff)",0.251,0.548,0.554
42,9,1214.000,6751.000,-983.000,3.000,"D3DCOLOR_ARGB(0xff,0xff,0xff,0xff)",0.224,0.513,0.753
43,15,1977.000,8736.000,-1259.000,3.000,"D3DCOLOR_ARGB(0xff,0xff,0xff,0xff)",0.776,0.455,0.526
44,3,863.000,8349.000,-1379.000,3.000,"D3DCOLOR_ARGB(0xff,0xff,0xff,0xff)",0.251,0.548,0.554
45,20,2456.000,8482.000,-5.000,3.000,"D3DCOLOR_ARGB(0xff,0xff,0xff,0xff)",0.992,0.375,0.548
46,21,2335.000,10512.000,-130.000,3.000,"D3DCOLOR_ARGB(0xff,0xff,0xff,0xff)",0.988,0.390,0.295
47,15,1977.000,8736.000,-1259.000,3.000,"D3DCOLOR_ARGB(0xff,0xff,0xff,0xff)",0.776,0.455,0.526
48,14,2.000,10555.000,-1493.000,3.000,"D3DCOLOR_ARGB(0xff,0xff,0xff,0xff)",0.502,0.681,0.289
49,13,186.000,10122.000,-1070.000,3.000,"D3DCOLOR_ARGB(0xff,0xff,0xff,0xff)",0.204,0.658,0.343
50,22,668.000,10499.000,-1468.000,3.000,"D3DCOLOR_ARGB(0xff,0xff,0xff,0xff)",0.475,0.598,0.296
51,23,2.000,10240.000,-160.000,3.000,"D3DCOLOR_ARGB(0xff,0xff,0xff,0xff)",0.502,0.990,0.336
52,24,412.000,10391.000,1140.000,3.000,"D3DCOLOR_ARGB(0xff,0xff,0xff,0xff)",0.247,0.910,0.294
53,25,173.000,10020.000,-119.000,3.000,"D3DCOLOR_ARGB(0xff,0xff,0xff,0xff)",0.075,0.968,0.363
54,26,821.000,6594.000,71.000,3.000,"D3DCOLOR_ARGB(0xff,0xff,0xff,0xff)",0.031,0.887,0.785
55,27,1164.000,6685.000,685.000,3.000,"D3DCOLOR_ARGB(0xff,0xff,0xff,0xff)",0.231,0.824,0.763
56,28,1401.000,5868.000,785.000,3.000,"D3DCOLOR_ARGB(0xff,0xff,0xff,0xff)",0.149,0.815,0.844
57,29,2.000,10546.000,1017.000,3.000,"D3DCOLOR_ARGB(0xff,0xff,0xff,0xff)",0.502,0.990,0.298
58,30,2.000,8293.000,1132.000,4.000,"D3DCOLOR_ARGB(0xff,0xff,0xff,0xff)",0.502,0.990,0.235
59,24,412.000,10391.000,1140.000,3.000,"D3DCOLOR_ARGB(0xff,0xff,0xff,0xff)",0.247,0.910,0.294
60,23,2.000,10240.000,-160.000,3.000,"D3DCOLOR_ARGB(0xff,0xff,0xff,0xff)",0.502,0.990,0.336
61,29,2.000,10546.000,1017.000,3.000,"D3DCOLOR_ARGB(0xff,0xff,0xff,0xff)",0.502,0.990,0.298
62,24,412.000,10391.000,1140.000,3.000,"D3DCOLOR_ARGB(0xff,0xff,0xff,0xff)",0.247,0.910,0.294
63,31,758.000,8628.000,1044.000,3.000,"D3DCOLOR_ARGB(0xff,0xff,0xff,0xff)",0.196,0.866,0.533
64,32,1871.000,6888.000,959.000,3.000,"D3DCOLOR_ARGB(0xff,0xff,0xff,0xff)",0.573,0.759,0.749
65,27,1164.000,6685.000,685.000,3.000,"D3DCOLOR_ARGB(0xff,0xff,0xff,0xff)",0.231,0.824,0.763
66,27,1164.000,6685.000,685.000,3.000,"D3DCOLOR_ARGB(0xff,0xff,0xff,0xff)",0.231,0.824,0.763
67,32,1871.000,6888.000,959.000,3.000,"D3DCOLOR_ARGB(0xff,0xff,0xff,0xff)",0.573,0.759,0.749
68,33,1980.000,6036.000,905.000,3.000,"D3DCOLOR_ARGB(0xff,0xff,0xff,0xff)",0.616,0.763,0.824
69,34,2185.000,10372.000,782.000,3.000,"D3DCOLOR_ARGB(0xff,0xff,0xff,0xff)",0.918,0.737,0.320
70,35,1568.000,8515.000,-142.000,4.000,"D3DCOLOR_ARGB(0xff,0xff,0xff,0xff)",0.976,0.712,0.199
71,36,2335.000,10512.000,-130.000,3.000,"D3DCOLOR_ARGB(0xff,0xff,0xff,0xff)",0.988,0.687,0.303
72,37,956.000,8435.000,969.000,4.000,"D3DCOLOR_ARGB(0xff,0xff,0xff,0xff)",0.725,0.824,0.200
73,38,1488.000,8390.000,557.000,4.000,"D3DCOLOR_ARGB(0xff,0xff,0xff,0xff)",0.894,0.756,0.219
74,39,1507.000,10254.000,1329.000,3.000,"D3DCOLOR_ARGB(0xff,0xff,0xff,0xff)",0.635,0.805,0.334
75,37,956.000,8435.000,969.000,4.000,"D3DCOLOR_ARGB(0xff,0xff,0xff,0xff)",0.725,0.824,0.200
76,39,1507.000,10254.000,1329.000,3.000,"D3DCOLOR_ARGB(0xff,0xff,0xff,0xff)",0.635,0.805,0.334
77,24,412.000,10391.000,1140.000,3.000,"D3DCOLOR_ARGB(0xff,0xff,0xff,0xff)",0.247,0.910,0.294
78,24,412.000,10391.000,1140.000,3.000,"D3DCOLOR_ARGB(0xff,0xff,0xff,0xff)",0.247,0.910,0.294
79,40,440.000,9821.000,1263.000,3.000,"D3DCOLOR_ARGB(0xff,0xff,0xff,0xff)",0.184,0.893,0.365
80,41,169.000,9520.000,-85.000,3.000,"D3DCOLOR_ARGB(0xff,0xff,0xff,0xff)",0.004,0.969,0.425
81,33,1980.000,6036.000,905.000,3.000,"D3DCOLOR_ARGB(0xff,0xff,0xff,0xff)",0.616,0.763,0.824
82,42,2524.000,6940.000,577.000,3.000,"D3DCOLOR_ARGB(0xff,0xff,0xff,0xff)",0.945,0.695,0.743
83,43,2485.000,6217.000,146.000,3.000,"D3DCOLOR_ARGB(0xff,0xff,0xff,0xff)",0.988,0.699,0.832
84,27,1164.000,6685.000,685.000,3.000,"D3DCOLOR_ARGB(0xff,0xff,0xff,0xff)",0.231,0.824,0.763
85,33,1980.000,6036.000,905.000,3.000,"D3DCOLOR_ARGB(0xff,0xff,0xff,0xff)",0.616,0.763,0.824
86,28,1401.000,5868.000,785.000,3.000,"D3DCOLOR_ARGB(0xff,0xff,0xff,0xff)",0.149,0.815,0.844
87,26,821.000,6594.000,71.000,3.000,"D3DCOLOR_ARGB(0xff,0xff,0xff,0xff)",0.031,0.887,0.785
88,28,1401.000,5868.000,785.000,3.000,"D3DCOLOR_ARGB(0xff,0xff,0xff,0xff)",0.149,0.815,0.844
89,44,1149.000,5853.000,236.000,3.000,"D3DCOLOR_ARGB(0xff,0xff,0xff,0xff)",0.051,0.846,0.859
90,32,1871.000,6888.000,959.000,3.000,"D3DCOLOR_ARGB(0xff,0xff,0xff,0xff)",0.573,0.759,0.749
91,42,2524.000,6940.000,577.000,3.000,"D3DCOLOR_ARGB(0xff,0xff,0xff,0xff)",0.945,0.695,0.743
92,33,1980.000,6036.000,905.000,3.000,"D3DCOLOR_ARGB(0xff,0xff,0xff,0xff)",0.616,0.763,0.824
93,45,615.000,8517.000,1191.000,4.000,"D3DCOLOR_ARGB(0xff,0xff,0xff,0xff)",0.580,0.907,0.199
94,37,956.000,8435.000,969.000,4.000,"D3DCOLOR_ARGB(0xff,0xff,0xff,0xff)",0.725,0.824,0.200
95,24,412.000,10391.000,1140.000,3.000,"D3DCOLOR_ARGB(0xff,0xff,0xff,0xff)",0.247,0.910,0.294
96,24,412.000,10391.000,1140.000,3.000,"D3DCOLOR_ARGB(0xff,0xff,0xff,0xff)",0.247,0.910,0.294
97,30,2.000,8293.000,1132.000,4.000,"D3DCOLOR_ARGB(0xff,0xff,0xff,0xff)",0.502,0.990,0.235
98,45,615.000,8517.000,1191.000,4.000,"D3DCOLOR_ARGB(0xff,0xff,0xff,0xff)",0.580,0.907,0.199
99,42,2524.000,6940.000,577.000,3.000,"D3DCOLOR_ARGB(0xff,0xff,0xff,0xff)",0.945,0.695,0.743
100,46,2456.000,8482.000,-5.000,3.000,"D3DCOLOR_ARGB(0xff,0xff,0xff,0xff)",0.992,0.672,0.553
101,47,2565.000,6991.000,-7.000,3.000,"D3DCOLOR_ARGB(0xff,0xff,0xff,0xff)",0.984,0.659,0.736
102,48,1654.000,8768.000,1218.000,3.000,"D3DCOLOR_ARGB(0xff,0xff,0xff,0xff)",0.627,0.786,0.517
103,49,2372.000,8668.000,717.000,3.000,"D3DCOLOR_ARGB(0xff,0xff,0xff,0xff)",0.922,0.714,0.530
104,32,1871.000,6888.000,959.000,3.000,"D3DCOLOR_ARGB(0xff,0xff,0xff,0xff)",0.573,0.759,0.749
105,48,1654.000,8768.000,1218.000,3.000,"D3DCOLOR_ARGB(0xff,0xff,0xff,0xff)",0.627,0.786,0.517
106,31,758.000,8628.000,1044.000,3.000,"D3DCOLOR_ARGB(0xff,0xff,0xff,0xff)",0.196,0.866,0.533
107,40,440.000,9821.000,1263.000,3.000,"D3DCOLOR_ARGB(0xff,0xff,0xff,0xff)",0.184,0.893,0.365
108,48,1654.000,8768.000,1218.000,3.000,"D3DCOLOR_ARGB(0xff,0xff,0xff,0xff)",0.627,0.786,0.517
109,32,1871.000,6888.000,959.000,3.000,"D3DCOLOR_ARGB(0xff,0xff,0xff,0xff)",0.573,0.759,0.749
110,31,758.000,8628.000,1044.000,3.000,"D3DCOLOR_ARGB(0xff,0xff,0xff,0xff)",0.196,0.866,0.533
111,31,758.000,8628.000,1044.000,3.000,"D3DCOLOR_ARGB(0xff,0xff,0xff,0xff)",0.196,0.866,0.533
112,27,1164.000,6685.000,685.000,3.000,"D3DCOLOR_ARGB(0xff,0xff,0xff,0xff)",0.231,0.824,0.763
113,26,821.000,6594.000,71.000,3.000,"D3DCOLOR_ARGB(0xff,0xff,0xff,0xff)",0.031,0.887,0.785
114,50,527.000,8033.000,1.000,3.000,"D3DCOLOR_ARGB(0xff,0xff,0xff,0xff)",0.020,0.924,0.608
115,31,758.000,8628.000,1044.000,3.000,"D3DCOLOR_ARGB(0xff,0xff,0xff,0xff)",0.196,0.866,0.533
116,26,821.000,6594.000,71.000,3.000,"D3DCOLOR_ARGB(0xff,0xff,0xff,0xff)",0.031,0.887,0.785
117,20,2456.000,8482.000,-5.000,3.000,"D3DCOLOR_ARGB(0xff,0xff,0xff,0xff)",0.992,0.375,0.548
118,15,1977.000,8736.000,-1259.000,3.000,"D3DCOLOR_ARGB(0xff,0xff,0xff,0xff)",0.776,0.455,0.526
119,7,2118.000,7052.000,-1005.000,3.000,"D3DCOLOR_ARGB(0xff,0xff,0xff,0xff)",0.792,0.449,0.747
120,51,2.000,9496.000,-979.000,4.000,"D3DCOLOR_ARGB(0xff,0xff,0xff,0xff)",0.502,0.681,0.026
121,52,2.000,8530.000,-1161.000,4.000,"D3DCOLOR_ARGB(0xff,0xff,0xff,0xff)",0.502,0.681,0.187
122,53,506.000,9584.000,-915.000,4.000,"D3DCOLOR_ARGB(0xff,0xff,0xff,0xff)",0.565,0.597,0.011
123,22,668.000,10499.000,-1468.000,3.000,"D3DCOLOR_ARGB(0xff,0xff,0xff,0xff)",0.475,0.598,0.296
124,54,504.000,8661.000,-1089.000,4.000,"D3DCOLOR_ARGB(0xff,0xff,0xff,0xff)",0.592,0.598,0.165
125,14,2.000,10555.000,-1493.000,3.000,"D3DCOLOR_ARGB(0xff,0xff,0xff,0xff)",0.502,0.681,0.289
126,53,506.000,9584.000,-915.000,4.000,"D3DCOLOR_ARGB(0xff,0xff,0xff,0xff)",0.565,0.597,0.011
127,54,504.000,8661.000,-1089.000,4.000,"D3DCOLOR_ARGB(0xff,0xff,0xff,0xff)",0.592,0.598,0.165
128,55,991.000,9503.000,-830.000,4.000,"D3DCOLOR_ARGB(0xff,0xff,0xff,0xff)",0.753,0.517,0.025
129,18,1235.000,8330.000,-875.000,4.000,"D3DCOLOR_ARGB(0xff,0xff,0xff,0xff)",0.796,0.476,0.220
130,56,1114.000,8781.000,-880.000,4.000,"D3DCOLOR_ARGB(0xff,0xff,0xff,0xff)",0.816,0.491,0.145
131,22,668.000,10499.000,-1468.000,3.000,"D3DCOLOR_ARGB(0xff,0xff,0xff,0xff)",0.475,0.598,0.296
132,57,1194.000,9005.000,734.000,4.000,"D3DCOLOR_ARGB(0xff,0xff,0xff,0xff)",0.843,0.803,0.118
133,37,956.000,8435.000,969.000,4.000,"D3DCOLOR_ARGB(0xff,0xff,0xff,0xff)",0.725,0.824,0.200
134,58,550.000,9069.000,1136.000,4.000,"D3DCOLOR_ARGB(0xff,0xff,0xff,0xff)",0.635,0.898,0.108
135,45,615.000,8517.000,1191.000,4.000,"D3DCOLOR_ARGB(0xff,0xff,0xff,0xff)",0.580,0.907,0.199
136,58,550.000,9069.000,1136.000,4.000,"D3DCOLOR_ARGB(0xff,0xff,0xff,0xff)",0.635,0.898,0.108
137,37,956.000,8435.000,969.000,4.000,"D3DCOLOR_ARGB(0xff,0xff,0xff,0xff)",0.725,0.824,0.200
138,58,550.000,9069.000,1136.000,4.000,"D3DCOLOR_ARGB(0xff,0xff,0xff,0xff)",0.635,0.898,0.108
139,45,615.000,8517.000,1191.000,4.000,"D3DCOLOR_ARGB(0xff,0xff,0xff,0xff)",0.580,0.907,0.199
140,59,2.000,8988.000,1063.000,4.000,"D3DCOLOR_ARGB(0xff,0xff,0xff,0xff)",0.502,0.990,0.121
141,30,2.000,8293.000,1132.000,4.000,"D3DCOLOR_ARGB(0xff,0xff,0xff,0xff)",0.502,0.990,0.235
142,59,2.000,8988.000,1063.000,4.000,"D3DCOLOR_ARGB(0xff,0xff,0xff,0xff)",0.502,0.990,0.121
143,45,615.000,8517.000,1191.000,4.000,"D3DCOLOR_ARGB(0xff,0xff,0xff,0xff)",0.580,0.907,0.199
144,60,445.000,9615.000,753.000,4.000,"D3DCOLOR_ARGB(0xff,0xff,0xff,0xff)",0.675,0.914,0.018
145,58,550.000,9069.000,1136.000,4.000,"D3DCOLOR_ARGB(0xff,0xff,0xff,0xff)",0.635,0.898,0.108
146,61,2.000,9657.000,848.000,4.000,"D3DCOLOR_ARGB(0xff,0xff,0xff,0xff)",0.502,0.990,0.011
147,59,2.000,8988.000,1063.000,4.000,"D3DCOLOR_ARGB(0xff,0xff,0xff,0xff)",0.502,0.990,0.121
148,61,2.000,9657.000,848.000,4.000,"D3DCOLOR_ARGB(0xff,0xff,0xff,0xff)",0.502,0.990,0.011
149,58,550.000,9069.000,1136.000,4.000,"D3DCOLOR_ARGB(0xff,0xff,0xff,0xff)",0.635,0.898,0.108
150,37,956.000,8435.000,969.000,4.000,"D3DCOLOR_ARGB(0xff,0xff,0xff,0xff)",0.725,0.824,0.200
151,57,1194.000,9005.000,734.000,4.000,"D3DCOLOR_ARGB(0xff,0xff,0xff,0xff)",0.843,0.803,0.118
152,38,1488.000,8390.000,557.000,4.000,"D3DCOLOR_ARGB(0xff,0xff,0xff,0xff)",0.894,0.756,0.219
153,25,173.000,10020.000,-119.000,3.000,"D3DCOLOR_ARGB(0xff,0xff,0xff,0xff)",0.075,0.968,0.363
154,24,412.000,10391.000,1140.000,3.000,"D3DCOLOR_ARGB(0xff,0xff,0xff,0xff)",0.247,0.910,0.294
155,41,169.000,9520.000,-85.000,3.000,"D3DCOLOR_ARGB(0xff,0xff,0xff,0xff)",0.004,0.969,0.425
156,1,173.000,10020.000,-119.000,3.000,"D3DCOLOR_ARGB(0xff,0xff,0xff,0xff)",0.075,0.660,0.356
157,13,186.000,10122.000,-1070.000,3.000,"D3DCOLOR_ARGB(0xff,0xff,0xff,0xff)",0.204,0.658,0.343
158,2,2.000,10123.000,-1107.000,3.000,"D3DCOLOR_ARGB(0xff,0xff,0xff,0xff)",0.502,0.681,0.343
159,1,173.000,10020.000,-119.000,3.000,"D3DCOLOR_ARGB(0xff,0xff,0xff,0xff)",0.075,0.660,0.356
160,62,169.000,9520.000,-85.000,3.000,"D3DCOLOR_ARGB(0xff,0xff,0xff,0xff)",0.004,0.660,0.418
161,13,186.000,10122.000,-1070.000,3.000,"D3DCOLOR_ARGB(0xff,0xff,0xff,0xff)",0.204,0.658,0.343
162,13,186.000,10122.000,-1070.000,3.000,"D3DCOLOR_ARGB(0xff,0xff,0xff,0xff)",0.204,0.658,0.343
163,4,280.000,9611.000,-1228.000,3.000,"D3DCOLOR_ARGB(0xff,0xff,0xff,0xff)",0.075,0.647,0.407
164,22,668.000,10499.000,-1468.000,3.000,"D3DCOLOR_ARGB(0xff,0xff,0xff,0xff)",0.475,0.598,0.296
165,16,1807.000,10379.000,-1262.000,3.000,"D3DCOLOR_ARGB(0xff,0xff,0xff,0xff)",0.800,0.469,0.311
166,22,668.000,10499.000,-1468.000,3.000,"D3DCOLOR_ARGB(0xff,0xff,0xff,0xff)",0.475,0.598,0.296
167,63,685.000,9942.000,-1557.000,3.000,"D3DCOLOR_ARGB(0xff,0xff,0xff,0xff)",0.427,0.583,0.362
168,16,1807.000,10379.000,-1262.000,3.000,"D3DCOLOR_ARGB(0xff,0xff,0xff,0xff)",0.800,0.469,0.311
169,18,1235.000,8330.000,-875.000,4.000,"D3DCOLOR_ARGB(0xff,0xff,0xff,0xff)",0.796,0.476,0.220
170,22,668.000,10499.000,-1468.000,3.000,"D3DCOLOR_ARGB(0xff,0xff,0xff,0xff)",0.475,0.598,0.296
171,64,1290.000,9567.000,-142.000,4.000,"D3DCOLOR_ARGB(0xff,0xff,0xff,0xff)",0.976,0.457,0.014
172,55,991.000,9503.000,-830.000,4.000,"D3DCOLOR_ARGB(0xff,0xff,0xff,0xff)",0.753,0.517,0.025
173,56,1114.000,8781.000,-880.000,4.000,"D3DCOLOR_ARGB(0xff,0xff,0xff,0xff)",0.816,0.491,0.145
174,18,1235.000,8330.000,-875.000,4.000,"D3DCOLOR_ARGB(0xff,0xff,0xff,0xff)",0.796,0.476,0.220
175,17,1568.000,8515.000,-142.000,4.000,"D3DCOLOR_ARGB(0xff,0xff,0xff,0xff)",0.976,0.414,0.189
176,56,1114.000,8781.000,-880.000,4.000,"D3DCOLOR_ARGB(0xff,0xff,0xff,0xff)",0.816,0.491,0.145
177,65,1050.000,9625.000,508.000,4.000,"D3DCOLOR_ARGB(0xff,0xff,0xff,0xff)",0.894,0.826,0.017
178,66,1290.000,9567.000,-142.000,4.000,"D3DCOLOR_ARGB(0xff,0xff,0xff,0xff)",0.976,0.754,0.026
179,35,1568.000,8515.000,-142.000,4.000,"D3DCOLOR_ARGB(0xff,0xff,0xff,0xff)",0.976,0.712,0.199
180,35,1568.000,8515.000,-142.000,4.000,"D3DCOLOR_ARGB(0xff,0xff,0xff,0xff)",0.976,0.712,0.199
181,57,1194.000,9005.000,734.000,4.000,"D3DCOLOR_ARGB(0xff,0xff,0xff,0xff)",0.843,0.803,0.118
182,65,1050.000,9625.000,508.000,4.000,"D3DCOLOR_ARGB(0xff,0xff,0xff,0xff)",0.894,0.826,0.017
183,60,445.000,9615.000,753.000,4.000,"D3DCOLOR_ARGB(0xff,0xff,0xff,0xff)",0.675,0.914,0.018
184,65,1050.000,9625.000,508.000,4.000,"D3DCOLOR_ARGB(0xff,0xff,0xff,0xff)",0.894,0.826,0.017
185,57,1194.000,9005.000,734.000,4.000,"D3DCOLOR_ARGB(0xff,0xff,0xff,0xff)",0.843,0.803,0.118
186,57,1194.000,9005.000,734.000,4.000,"D3DCOLOR_ARGB(0xff,0xff,0xff,0xff)",0.843,0.803,0.118
187,58,550.000,9069.000,1136.000,4.000,"D3DCOLOR_ARGB(0xff,0xff,0xff,0xff)",0.635,0.898,0.108
188,60,445.000,9615.000,753.000,4.000,"D3DCOLOR_ARGB(0xff,0xff,0xff,0xff)",0.675,0.914,0.018
189,56,1114.000,8781.000,-880.000,4.000,"D3DCOLOR_ARGB(0xff,0xff,0xff,0xff)",0.816,0.491,0.145
190,17,1568.000,8515.000,-142.000,4.000,"D3DCOLOR_ARGB(0xff,0xff,0xff,0xff)",0.976,0.414,0.189
191,64,1290.000,9567.000,-142.000,4.000,"D3DCOLOR_ARGB(0xff,0xff,0xff,0xff)",0.976,0.457,0.014
192,56,1114.000,8781.000,-880.000,4.000,"D3DCOLOR_ARGB(0xff,0xff,0xff,0xff)",0.816,0.491,0.145
193,54,504.000,8661.000,-1089.000,4.000,"D3DCOLOR_ARGB(0xff,0xff,0xff,0xff)",0.592,0.598,0.165
194,22,668.000,10499.000,-1468.000,3.000,"D3DCOLOR_ARGB(0xff,0xff,0xff,0xff)",0.475,0.598,0.296
195,56,1114.000,8781.000,-880.000,4.000,"D3DCOLOR_ARGB(0xff,0xff,0xff,0xff)",0.816,0.491,0.145
196,55,991.000,9503.000,-830.000,4.000,"D3DCOLOR_ARGB(0xff,0xff,0xff,0xff)",0.753,0.517,0.025
197,54,504.000,8661.000,-1089.000,4.000,"D3DCOLOR_ARGB(0xff,0xff,0xff,0xff)",0.592,0.598,0.165
198,54,504.000,8661.000,-1089.000,4.000,"D3DCOLOR_ARGB(0xff,0xff,0xff,0xff)",0.592,0.598,0.165
199,52,2.000,8530.000,-1161.000,4.000,"D3DCOLOR_ARGB(0xff,0xff,0xff,0xff)",0.502,0.681,0.187
200,14,2.000,10555.000,-1493.000,3.000,"D3DCOLOR_ARGB(0xff,0xff,0xff,0xff)",0.502,0.681,0.289
201,54,504.000,8661.000,-1089.000,4.000,"D3DCOLOR_ARGB(0xff,0xff,0xff,0xff)",0.592,0.598,0.165
202,53,506.000,9584.000,-915.000,4.000,"D3DCOLOR_ARGB(0xff,0xff,0xff,0xff)",0.565,0.597,0.011
203,52,2.000,8530.000,-1161.000,4.000,"D3DCOLOR_ARGB(0xff,0xff,0xff,0xff)",0.502,0.681,0.187
204,62,169.000,9520.000,-85.000,3.000,"D3DCOLOR_ARGB(0xff,0xff,0xff,0xff)",0.004,0.660,0.418
205,4,280.000,9611.000,-1228.000,3.000,"D3DCOLOR_ARGB(0xff,0xff,0xff,0xff)",0.075,0.647,0.407
206,13,186.000,10122.000,-1070.000,3.000,"D3DCOLOR_ARGB(0xff,0xff,0xff,0xff)",0.204,0.658,0.343
207,41,169.000,9520.000,-85.000,3.000,"D3DCOLOR_ARGB(0xff,0xff,0xff,0xff)",0.004,0.969,0.425
208,40,440.000,9821.000,1263.000,3.000,"D3DCOLOR_ARGB(0xff,0xff,0xff,0xff)",0.184,0.893,0.365
