Prim,VTX,IDX,Position[0],Position[1],Position[2],Position[3],Diffuse,Specular,Fog,TexCoord0[0],TexCoord0[1],TexCoord0[2],TexCoord0[3],TexCoord1[0],TexCoord1[1],TexCoord1[2],TexCoord1[3],TexCoord2[0],TexCoord2[1],TexCoord2[2],TexCoord2[3]
5,17,13,-0.597,-0.614,4.512,5.505,"D3DCOLOR_ARGB(0xff,0xc7,0xc7,0xc7)","D3DCOLOR_ARGB(0xff,0x35,0x35,0x35)",1.000,0.564,0.497,0.418,44.709,0.564,0.497,0.418,44.709,0.839,0.174,0.516,44.709
6,18,13,-0.597,-0.614,4.512,5.505,"D3DCOLOR_ARGB(0xff,0xc7,0xc7,0xc7)","D3DCOLOR_ARGB(0xff,0x35,0x35,0x35)",1.000,0.564,0.497,0.418,44.709,0.564,0.497,0.418,44.709,0.839,0.174,0.516,44.709
6,19,10,-0.566,-0.424,4.441,5.434,"D3DCOLOR_ARGB(0xff,0xbd,0xbd,0xbd)","D3DCOLOR_ARGB(0xff,0x19,0x19,0x19)",1.000,0.571,0.354,0.418,44.709,0.571,0.354,0.418,44.709,0.888,0.042,0.458,44.709
6,20,9,-0.602,-0.251,4.511,5.504,"D3DCOLOR_ARGB(0xff,0xdd,0xdd,0xdd)","D3DCOLOR_ARGB(0xff,0x00,0x00,0x00)",1.000,0.457,0.379,0.418,44.709,0.457,0.379,0.418,44.709,0.787,0.222,-0.575,44.709
7,21,5,-0.336,-0.436,4.464,5.458,"D3DCOLOR_ARGB(0xff,0x6b,0x6b,0x6b)","D3DCOLOR_ARGB(0xff,0x00,0x00,0x00)",1.000,0.715,0.357,0.418,44.709,0.715,0.357,0.418,44.709,-0.658,-0.249,0.711,44.709
7,22,14,-0.493,-0.679,4.506,5.499,"D3DCOLOR_ARGB(0xff,0x6b,0x6b,0x6b)","D3DCOLOR_ARGB(0xff,0x00,0x00,0x00)",1.000,0.640,0.500,0.418,44.709,0.640,0.500,0.418,44.709,-0.100,-0.111,0.989,44.709
7,23,15,-0.366,-0.632,4.535,5.528,"D3DCOLOR_ARGB(0xff,0x6b,0x6b,0x6b)","D3DCOLOR_ARGB(0xff,0x00,0x00,0x00)",1.000,0.686,0.483,0.418,44.709,0.686,0.483,0.418,44.709,-0.913,-0.231,0.335,44.709
8,24,13,-0.597,-0.614,4.512,5.505,"D3DCOLOR_ARGB(0xff,0xc7,0xc7,0xc7)","D3DCOLOR_ARGB(0xff,0x35,0x35,0x35)",1.000,0.564,0.497,0.418,44.709,0.564,0.497,0.418,44.709,0.839,0.174,0.516,44.709
8,25,4,-0.447,-0.483,4.432,5.426,"D3DCOLOR_ARGB(0xff,0x6b,0x6b,0x6b)","D3DCOLOR_ARGB(0xff,0x00,0x00,0x00)",1.000,0.672,0.350,0.418,44.709,0.672,0.350,0.418,44.709,0.209,-0.177,0.962,44.709
8,26,10,-0.566,-0.424,4.441,5.434,"D3DCOLOR_ARGB(0xff,0xbd,0xbd,0xbd)","D3DCOLOR_ARGB(0xff,0x19,0x19,0x19)",1.000,0.571,0.354,0.418,44.709,0.571,0.354,0.418,44.709,0.888,0.042,0.458,44.709
9,27,1,-0.571,-0.779,4.500,5.494,"D3DCOLOR_ARGB(0xff,0x84,0x84,0x84)","D3DCOLOR_ARGB(0xff,0x19,0x19,0x19)",1.000,0.592,0.590,0.418,44.709,0.592,0.590,0.418,44.709,0.298,0.121,0.947,44.709
9,28,13,-0.597,-0.614,4.512,5.505,"D3DCOLOR_ARGB(0xff,0xc7,0xc7,0xc7)","D3DCOLOR_ARGB(0xff,0x35,0x35,0x35)",1.000,0.564,0.497,0.418,44.709,0.564,0.497,0.418,44.709,0.839,0.174,0.516,44.709
9,29,3,-0.696,-0.641,4.545,5.539,"D3DCOLOR_ARGB(0xff,0xf2,0xf2,0xf2)","D3DCOLOR_ARGB(0xff,0x55,0x55,0x55)",1.000,0.503,0.595,0.418,44.709,0.503,0.595,0.418,44.709,0.884,0.442,0.151,44.709
10,30,16,-0.409,-0.825,4.554,5.547,"D3DCOLOR_ARGB(0xff,0x6b,0x6b,0x6b)","D3DCOLOR_ARGB(0xff,0x00,0x00,0x00)",1.000,0.676,0.615,0.418,44.709,0.676,0.615,0.418,44.709,-0.773,-0.312,0.553,44.709
10,31,15,-0.366,-0.632,4.535,5.528,"D3DCOLOR_ARGB(0xff,0x6b,0x6b,0x6b)","D3DCOLOR_ARGB(0xff,0x00,0x00,0x00)",1.000,0.686,0.483,0.418,44.709,0.686,0.483,0.418,44.709,-0.913,-0.231,0.335,44.709
10,32,14,-0.493,-0.679,4.506,5.499,"D3DCOLOR_ARGB(0xff,0x6b,0x6b,0x6b)","D3DCOLOR_ARGB(0xff,0x00,0x00,0x00)",1.000,0.640,0.500,0.418,44.709,0.640,0.500,0.418,44.709,-0.100,-0.111,0.989,44.709
11,33,15,-0.366,-0.632,4.535,5.528,"D3DCOLOR_ARGB(0xff,0x6b,0x6b,0x6b)","D3DCOLOR_ARGB(0xff,0x00,0x00,0x00)",1.000,0.686,0.483,0.418,44.709,0.686,0.483,0.418,44.709,-0.913,-0.231,0.335,44.709
11,34,17,-0.349,-0.193,4.544,5.537,"D3DCOLOR_ARGB(0xff,0x6b,0x6b,0x6b)","D3DCOLOR_ARGB(0xff,0x00,0x00,0x00)",1.000,0.592,0.359,0.418,44.709,0.592,0.359,0.418,44.709,-0.711,-0.003,-0.703,44.709
11,35,5,-0.336,-0.436,4.464,5.458,"D3DCOLOR_ARGB(0xff,0x6b,0x6b,0x6b)","D3DCOLOR_ARGB(0xff,0x00,0x00,0x00)",1.000,0.715,0.357,0.418,44.709,0.715,0.357,0.418,44.709,-0.658,-0.249,0.711,44.709
12,36,18,-0.478,-0.702,4.635,5.629,"D3DCOLOR_ARGB(0xff,0x6b,0x6b,0x6b)","D3DCOLOR_ARGB(0xff,0x00,0x00,0x00)",1.000,0.597,0.637,0.418,44.709,0.597,0.637,0.418,44.709,-0.661,-0.277,-0.697,44.709
12,37,19,-0.421,-0.537,4.608,5.601,"D3DCOLOR_ARGB(0xff,0x6b,0x6b,0x6b)","D3DCOLOR_ARGB(0xff,0x00,0x00,0x00)",1.000,0.596,0.473,0.418,44.709,0.596,0.473,0.418,44.709,-0.407,0.032,-0.913,44.709
12,38,15,-0.366,-0.632,4.535,5.528,"D3DCOLOR_ARGB(0xff,0x6b,0x6b,0x6b)","D3DCOLOR_ARGB(0xff,0x00,0x00,0x00)",1.000,0.686,0.483,0.418,44.709,0.686,0.483,0.418,44.709,-0.913,-0.231,0.335,44.709
13,39,20,-0.451,0.050,4.452,5.446,"D3DCOLOR_ARGB(0xff,0xa4,0xa4,0xa4)","D3DCOLOR_ARGB(0xff,0x00,0x00,0x00)",1.000,0.508,0.128,0.418,44.709,0.508,0.128,0.418,44.709,0.136,0.214,-0.967,44.709
13,40,21,-0.330,0.033,4.459,5.453,"D3DCOLOR_ARGB(0xff,0x6b,0x6b,0x6b)","D3DCOLOR_ARGB(0xff,0x00,0x00,0x00)",1.000,0.590,0.126,0.418,44.709,0.590,0.126,0.418,44.709,-0.514,0.287,-0.808,44.709
13,41,17,-0.349,-0.193,4.544,5.537,"D3DCOLOR_ARGB(0xff,0x6b,0x6b,0x6b)","D3DCOLOR_ARGB(0xff,0x00,0x00,0x00)",1.000,0.592,0.359,0.418,44.709,0.592,0.359,0.418,44.709,-0.711,-0.003,-0.703,44.709
14,42,17,-0.349,-0.193,4.544,5.537,"D3DCOLOR_ARGB(0xff,0x6b,0x6b,0x6b)","D3DCOLOR_ARGB(0xff,0x00,0x00,0x00)",1.000,0.592,0.359,0.418,44.709,0.592,0.359,0.418,44.709,-0.711,-0.003,-0.703,44.709
14,43,9,-0.602,-0.251,4.511,5.504,"D3DCOLOR_ARGB(0xff,0xdd,0xdd,0xdd)","D3DCOLOR_ARGB(0xff,0x00,0x00,0x00)",1.000,0.457,0.379,0.418,44.709,0.457,0.379,0.418,44.709,0.787,0.222,-0.575,44.709
14,44,8,-0.540,-0.009,4.432,5.426,"D3DCOLOR_ARGB(0xff,0xcf,0xcf,0xcf)","D3DCOLOR_ARGB(0xff,0x00,0x00,0x00)",1.000,0.476,0.141,0.418,44.709,0.476,0.141,0.418,44.709,0.586,0.242,-0.773,44.709
15,45,22,-0.700,-0.575,4.596,5.589,"D3DCOLOR_ARGB(0xff,0xca,0xca,0xca)","D3DCOLOR_ARGB(0xff,0x00,0x00,0x00)",1.000,0.476,0.604,0.418,44.709,0.476,0.604,0.418,44.709,0.518,0.249,-0.819,44.709
15,46,3,-0.696,-0.641,4.545,5.539,"D3DCOLOR_ARGB(0xff,0xf2,0xf2,0xf2)","D3DCOLOR_ARGB(0xff,0x55,0x55,0x55)",1.000,0.503,0.595,0.418,44.709,0.503,0.595,0.418,44.709,0.884,0.442,0.151,44.709
15,47,12,-0.616,-0.444,4.563,5.556,"D3DCOLOR_ARGB(0xff,0xed,0xed,0xed)","D3DCOLOR_ARGB(0xff,0x03,0x03,0x03)",1.000,0.489,0.478,0.418,44.709,0.489,0.478,0.418,44.709,0.722,0.419,-0.551,44.709
16,48,16,-0.409,-0.825,4.554,5.547,"D3DCOLOR_ARGB(0xff,0x6b,0x6b,0x6b)","D3DCOLOR_ARGB(0xff,0x00,0x00,0x00)",1.000,0.676,0.615,0.418,44.709,0.676,0.615,0.418,44.709,-0.773,-0.312,0.553,44.709
16,49,18,-0.478,-0.702,4.635,5.629,"D3DCOLOR_ARGB(0xff,0x6b,0x6b,0x6b)","D3DCOLOR_ARGB(0xff,0x00,0x00,0x00)",1.000,0.597,0.637,0.418,44.709,0.597,0.637,0.418,44.709,-0.661,-0.277,-0.697,44.709
16,50,15,-0.366,-0.632,4.535,5.528,"D3DCOLOR_ARGB(0xff,0x6b,0x6b,0x6b)","D3DCOLOR_ARGB(0xff,0x00,0x00,0x00)",1.000,0.686,0.483,0.418,44.709,0.686,0.483,0.418,44.709,-0.913,-0.231,0.335,44.709
17,51,23,-0.676,-1.213,4.691,5.684,"D3DCOLOR_ARGB(0xff,0x6b,0x6b,0x6b)","D3DCOLOR_ARGB(0xff,0x00,0x00,0x00)",1.000,0.592,0.953,0.418,44.709,0.592,0.953,0.418,44.709,-0.771,-0.476,-0.422,44.709
17,52,18,-0.478,-0.702,4.635,5.629,"D3DCOLOR_ARGB(0xff,0x6b,0x6b,0x6b)","D3DCOLOR_ARGB(0xff,0x00,0x00,0x00)",1.000,0.597,0.637,0.418,44.709,0.597,0.637,0.418,44.709,-0.661,-0.277,-0.697,44.709
17,53,16,-0.409,-0.825,4.554,5.547,"D3DCOLOR_ARGB(0xff,0x6b,0x6b,0x6b)","D3DCOLOR_ARGB(0xff,0x00,0x00,0x00)",1.000,0.676,0.615,0.418,44.709,0.676,0.615,0.418,44.709,-0.773,-0.312,0.553,44.709
18,54,1,-0.571,-0.779,4.500,5.494,"D3DCOLOR_ARGB(0xff,0x84,0x84,0x84)","D3DCOLOR_ARGB(0xff,0x19,0x19,0x19)",1.000,0.592,0.590,0.418,44.709,0.592,0.590,0.418,44.709,0.298,0.121,0.947,44.709
18,55,16,-0.409,-0.825,4.554,5.547,"D3DCOLOR_ARGB(0xff,0x6b,0x6b,0x6b)","D3DCOLOR_ARGB(0xff,0x00,0x00,0x00)",1.000,0.676,0.615,0.418,44.709,0.676,0.615,0.418,44.709,-0.773,-0.312,0.553,44.709
18,56,14,-0.493,-0.679,4.506,5.499,"D3DCOLOR_ARGB(0xff,0x6b,0x6b,0x6b)","D3DCOLOR_ARGB(0xff,0x00,0x00,0x00)",1.000,0.640,0.500,0.418,44.709,0.640,0.500,0.418,44.709,-0.100,-0.111,0.989,44.709
19,57,1,-0.571,-0.779,4.500,5.494,"D3DCOLOR_ARGB(0xff,0x84,0x84,0x84)","D3DCOLOR_ARGB(0xff,0x19,0x19,0x19)",1.000,0.592,0.590,0.418,44.709,0.592,0.590,0.418,44.709,0.298,0.121,0.947,44.709
19,58,24,-0.649,-1.300,4.644,5.637,"D3DCOLOR_ARGB(0xff,0x6b,0x6b,0x6b)","D3DCOLOR_ARGB(0xff,0x00,0x00,0x00)",1.000,0.635,0.948,0.418,44.709,0.635,0.948,0.418,44.709,-0.548,-0.384,0.744,44.709
19,59,16,-0.409,-0.825,4.554,5.547,"D3DCOLOR_ARGB(0xff,0x6b,0x6b,0x6b)","D3DCOLOR_ARGB(0xff,0x00,0x00,0x00)",1.000,0.676,0.615,0.418,44.709,0.676,0.615,0.418,44.709,-0.773,-0.312,0.553,44.709
20,60,3,-0.696,-0.641,4.545,5.539,"D3DCOLOR_ARGB(0xff,0xf2,0xf2,0xf2)","D3DCOLOR_ARGB(0xff,0x55,0x55,0x55)",1.000,0.503,0.595,0.418,44.709,0.503,0.595,0.418,44.709,0.884,0.442,0.151,44.709
20,61,13,-0.597,-0.614,4.512,5.505,"D3DCOLOR_ARGB(0xff,0xc7,0xc7,0xc7)","D3DCOLOR_ARGB(0xff,0x35,0x35,0x35)",1.000,0.564,0.497,0.418,44.709,0.564,0.497,0.418,44.709,0.839,0.174,0.516,44.709
20,62,12,-0.616,-0.444,4.563,5.556,"D3DCOLOR_ARGB(0xff,0xed,0xed,0xed)","D3DCOLOR_ARGB(0xff,0x03,0x03,0x03)",1.000,0.489,0.478,0.418,44.709,0.489,0.478,0.418,44.709,0.722,0.419,-0.551,44.709
21,63,19,-0.421,-0.537,4.608,5.601,"D3DCOLOR_ARGB(0xff,0x6b,0x6b,0x6b)","D3DCOLOR_ARGB(0xff,0x00,0x00,0x00)",1.000,0.596,0.473,0.418,44.709,0.596,0.473,0.418,44.709,-0.407,0.032,-0.913,44.709
21,64,22,-0.700,-0.575,4.596,5.589,"D3DCOLOR_ARGB(0xff,0xca,0xca,0xca)","D3DCOLOR_ARGB(0xff,0x00,0x00,0x00)",1.000,0.476,0.604,0.418,44.709,0.476,0.604,0.418,44.709,0.518,0.249,-0.819,44.709
21,65,12,-0.616,-0.444,4.563,5.556,"D3DCOLOR_ARGB(0xff,0xed,0xed,0xed)","D3DCOLOR_ARGB(0xff,0x03,0x03,0x03)",1.000,0.489,0.478,0.418,44.709,0.489,0.478,0.418,44.709,0.722,0.419,-0.551,44.709
22,66,17,-0.349,-0.193,4.544,5.537,"D3DCOLOR_ARGB(0xff,0x6b,0x6b,0x6b)","D3DCOLOR_ARGB(0xff,0x00,0x00,0x00)",1.000,0.592,0.359,0.418,44.709,0.592,0.359,0.418,44.709,-0.711,-0.003,-0.703,44.709
22,67,15,-0.366,-0.632,4.535,5.528,"D3DCOLOR_ARGB(0xff,0x6b,0x6b,0x6b)","D3DCOLOR_ARGB(0xff,0x00,0x00,0x00)",1.000,0.686,0.483,0.418,44.709,0.686,0.483,0.418,44.709,-0.913,-0.231,0.335,44.709
22,68,25,-0.421,-0.537,4.608,5.601,"D3DCOLOR_ARGB(0xff,0x6b,0x6b,0x6b)","D3DCOLOR_ARGB(0xff,0x00,0x00,0x00)",1.000,0.596,0.473,0.418,44.709,0.596,0.473,0.418,44.709,-0.407,0.032,-0.913,44.709
23,69,5,-0.336,-0.436,4.464,5.458,"D3DCOLOR_ARGB(0xff,0x6b,0x6b,0x6b)","D3DCOLOR_ARGB(0xff,0x00,0x00,0x00)",1.000,0.715,0.357,0.418,44.709,0.715,0.357,0.418,44.709,-0.658,-0.249,0.711,44.709
23,70,17,-0.349,-0.193,4.544,5.537,"D3DCOLOR_ARGB(0xff,0x6b,0x6b,0x6b)","D3DCOLOR_ARGB(0xff,0x00,0x00,0x00)",1.000,0.592,0.359,0.418,44.709,0.592,0.359,0.418,44.709,-0.711,-0.003,-0.703,44.709
23,71,26,-0.294,-0.207,4.408,5.401,"D3DCOLOR_ARGB(0xff,0x6b,0x6b,0x6b)","D3DCOLOR_ARGB(0xff,0x00,0x00,0x00)",1.000,0.711,0.160,0.418,44.709,0.711,0.160,0.418,44.709,-0.789,-0.344,0.509,44.709
24,72,26,-0.294,-0.207,4.408,5.401,"D3DCOLOR_ARGB(0xff,0x6b,0x6b,0x6b)","D3DCOLOR_ARGB(0xff,0x00,0x00,0x00)",1.000,0.711,0.160,0.418,44.709,0.711,0.160,0.418,44.709,-0.789,-0.344,0.509,44.709
24,73,6,-0.415,-0.217,4.380,5.374,"D3DCOLOR_ARGB(0xff,0x6b,0x6b,0x6b)","D3DCOLOR_ARGB(0xff,0x00,0x00,0x00)",1.000,0.649,0.144,0.418,44.709,0.649,0.144,0.418,44.709,-0.093,-0.095,0.991,44.709
24,74,5,-0.336,-0.436,4.464,5.458,"D3DCOLOR_ARGB(0xff,0x6b,0x6b,0x6b)","D3DCOLOR_ARGB(0xff,0x00,0x00,0x00)",1.000,0.715,0.357,0.418,44.709,0.715,0.357,0.418,44.709,-0.658,-0.249,0.711,44.709
25,75,26,-0.294,-0.207,4.408,5.401,"D3DCOLOR_ARGB(0xff,0x6b,0x6b,0x6b)","D3DCOLOR_ARGB(0xff,0x00,0x00,0x00)",1.000,0.711,0.160,0.418,44.709,0.711,0.160,0.418,44.709,-0.789,-0.344,0.509,44.709
25,76,17,-0.349,-0.193,4.544,5.537,"D3DCOLOR_ARGB(0xff,0x6b,0x6b,0x6b)","D3DCOLOR_ARGB(0xff,0x00,0x00,0x00)",1.000,0.592,0.359,0.418,44.709,0.592,0.359,0.418,44.709,-0.711,-0.003,-0.703,44.709
25,77,27,-0.244,-0.070,4.443,5.437,"D3DCOLOR_ARGB(0xff,0x6b,0x6b,0x6b)","D3DCOLOR_ARGB(0xff,0x00,0x00,0x00)",1.000,0.686,0.139,0.418,44.709,0.686,0.139,0.418,44.709,-0.962,-0.208,-0.175,44.709
26,78,27,-0.244,-0.070,4.443,5.437,"D3DCOLOR_ARGB(0xff,0x6b,0x6b,0x6b)","D3DCOLOR_ARGB(0xff,0x00,0x00,0x00)",1.000,0.686,0.139,0.418,44.709,0.686,0.139,0.418,44.709,-0.962,-0.208,-0.175,44.709
26,79,17,-0.349,-0.193,4.544,5.537,"D3DCOLOR_ARGB(0xff,0x6b,0x6b,0x6b)","D3DCOLOR_ARGB(0xff,0x00,0x00,0x00)",1.000,0.592,0.359,0.418,44.709,0.592,0.359,0.418,44.709,-0.711,-0.003,-0.703,44.709
26,80,21,-0.330,0.033,4.459,5.453,"D3DCOLOR_ARGB(0xff,0x6b,0x6b,0x6b)","D3DCOLOR_ARGB(0xff,0x00,0x00,0x00)",1.000,0.590,0.126,0.418,44.709,0.590,0.126,0.418,44.709,-0.514,0.287,-0.808,44.709
27,81,12,-0.616,-0.444,4.563,5.556,"D3DCOLOR_ARGB(0xff,0xed,0xed,0xed)","D3DCOLOR_ARGB(0xff,0x03,0x03,0x03)",1.000,0.489,0.478,0.418,44.709,0.489,0.478,0.418,44.709,0.722,0.419,-0.551,44.709
27,82,9,-0.602,-0.251,4.511,5.504,"D3DCOLOR_ARGB(0xff,0xdd,0xdd,0xdd)","D3DCOLOR_ARGB(0xff,0x00,0x00,0x00)",1.000,0.457,0.379,0.418,44.709,0.457,0.379,0.418,44.709,0.787,0.222,-0.575,44.709
27,83,25,-0.421,-0.537,4.608,5.601,"D3DCOLOR_ARGB(0xff,0x6b,0x6b,0x6b)","D3DCOLOR_ARGB(0xff,0x00,0x00,0x00)",1.000,0.596,0.473,0.418,44.709,0.596,0.473,0.418,44.709,-0.407,0.032,-0.913,44.709
28,84,28,-0.649,-1.300,4.644,5.637,"D3DCOLOR_ARGB(0xff,0x6b,0x6b,0x6b)","D3DCOLOR_ARGB(0xff,0x00,0x00,0x00)",1.000,0.663,0.946,0.418,44.709,0.663,0.946,0.418,44.709,-0.548,-0.384,0.744,44.709
28,85,23,-0.676,-1.213,4.691,5.684,"D3DCOLOR_ARGB(0xff,0x6b,0x6b,0x6b)","D3DCOLOR_ARGB(0xff,0x00,0x00,0x00)",1.000,0.592,0.953,0.418,44.709,0.592,0.953,0.418,44.709,-0.771,-0.476,-0.422,44.709
28,86,16,-0.409,-0.825,4.554,5.547,"D3DCOLOR_ARGB(0xff,0x6b,0x6b,0x6b)","D3DCOLOR_ARGB(0xff,0x00,0x00,0x00)",1.000,0.676,0.615,0.418,44.709,0.676,0.615,0.418,44.709,-0.773,-0.312,0.553,44.709
29,87,3,-0.696,-0.641,4.545,5.539,"D3DCOLOR_ARGB(0xff,0xf2,0xf2,0xf2)","D3DCOLOR_ARGB(0xff,0x55,0x55,0x55)",1.000,0.503,0.595,0.418,44.709,0.503,0.595,0.418,44.709,0.884,0.442,0.151,44.709
29,88,22,-0.700,-0.575,4.596,5.589,"D3DCOLOR_ARGB(0xff,0xca,0xca,0xca)","D3DCOLOR_ARGB(0xff,0x00,0x00,0x00)",1.000,0.476,0.604,0.418,44.709,0.476,0.604,0.418,44.709,0.518,0.249,-0.819,44.709
29,89,2,-0.843,-1.195,4.637,5.631,"D3DCOLOR_ARGB(0xff,0xe2,0xe2,0xe2)","D3DCOLOR_ARGB(0xff,0x25,0x25,0x25)",1.000,0.522,0.951,0.418,44.709,0.522,0.951,0.418,44.709,0.954,0.253,0.160,44.709
30,90,2,-0.843,-1.195,4.637,5.631,"D3DCOLOR_ARGB(0xff,0xe2,0xe2,0xe2)","D3DCOLOR_ARGB(0xff,0x25,0x25,0x25)",1.000,0.522,0.951,0.418,44.709,0.522,0.951,0.418,44.709,0.954,0.253,0.160,44.709
30,91,22,-0.700,-0.575,4.596,5.589,"D3DCOLOR_ARGB(0xff,0xca,0xca,0xca)","D3DCOLOR_ARGB(0xff,0x00,0x00,0x00)",1.000,0.476,0.604,0.418,44.709,0.476,0.604,0.418,44.709,0.518,0.249,-0.819,44.709
30,92,29,-0.797,-1.139,4.685,5.678,"D3DCOLOR_ARGB(0xff,0x92,0x92,0x92)","D3DCOLOR_ARGB(0xff,0x00,0x00,0x00)",1.000,0.453,0.949,0.418,44.709,0.453,0.949,0.418,44.709,0.234,-0.024,-0.972,44.709
31,93,19,-0.421,-0.537,4.608,5.601,"D3DCOLOR_ARGB(0xff,0x6b,0x6b,0x6b)","D3DCOLOR_ARGB(0xff,0x00,0x00,0x00)",1.000,0.596,0.473,0.418,44.709,0.596,0.473,0.418,44.709,-0.407,0.032,-0.913,44.709
31,94,18,-0.478,-0.702,4.635,5.629,"D3DCOLOR_ARGB(0xff,0x6b,0x6b,0x6b)","D3DCOLOR_ARGB(0xff,0x00,0x00,0x00)",1.000,0.597,0.637,0.418,44.709,0.597,0.637,0.418,44.709,-0.661,-0.277,-0.697,44.709
