Prim,VTX,IDX,Position[0],Position[1],Position[2],Position[3],Diffuse,Specular,Fog,TexCoord0[0],TexCoord0[1],TexCoord0[2],TexCoord0[3],TexCoord1[0],TexCoord1[1],TexCoord1[2],TexCoord1[3],TexCoord2[0],TexCoord2[1],TexCoord2[2],TexCoord2[3]
10,30,10,0.319,-0.818,4.275,5.268,"D3DCOLOR_ARGB(0xff,0x6b,0x6b,0x6b)","D3DCOLOR_ARGB(0xff,0x00,0x00,0x00)",1.000,0.671,0.555,0.418,44.709,0.671,0.555,0.418,44.709,-0.645,-0.200,0.738,44.709
10,31,11,0.342,-0.617,4.234,5.228,"D3DCOLOR_ARGB(0xff,0x6b,0x6b,0x6b)","D3DCOLOR_ARGB(0xff,0x00,0x00,0x00)",1.000,0.681,0.440,0.418,44.709,0.681,0.440,0.418,44.709,-0.666,-0.211,0.715,44.709
10,32,8,0.205,-0.618,4.161,5.155,"D3DCOLOR_ARGB(0xff,0x6b,0x6b,0x6b)","D3DCOLOR_ARGB(0xff,0x00,0x00,0x00)",1.000,0.631,0.370,0.418,44.709,0.631,0.370,0.418,44.709,-0.198,-0.098,0.975,44.709
11,33,8,0.205,-0.618,4.161,5.155,"D3DCOLOR_ARGB(0xff,0x6b,0x6b,0x6b)","D3DCOLOR_ARGB(0xff,0x00,0x00,0x00)",1.000,0.631,0.370,0.418,44.709,0.631,0.370,0.418,44.709,-0.198,-0.098,0.975,44.709
11,34,7,0.226,-0.895,4.250,5.244,"D3DCOLOR_ARGB(0xff,0x6b,0x6b,0x6b)","D3DCOLOR_ARGB(0xff,0x00,0x00,0x00)",1.000,0.625,0.562,0.418,44.709,0.625,0.562,0.418,44.709,-0.281,-0.203,0.938,44.709
11,35,10,0.319,-0.818,4.275,5.268,"D3DCOLOR_ARGB(0xff,0x6b,0x6b,0x6b)","D3DCOLOR_ARGB(0xff,0x00,0x00,0x00)",1.000,0.671,0.555,0.418,44.709,0.671,0.555,0.418,44.709,-0.645,-0.200,0.738,44.709
12,36,12,0.354,-0.970,4.389,5.383,"D3DCOLOR_ARGB(0xff,0x6b,0x6b,0x6b)","D3DCOLOR_ARGB(0xff,0x00,0x00,0x00)",1.000,0.737,0.717,0.418,44.709,0.737,0.717,0.418,44.709,-0.824,0.050,0.565,44.709
12,37,13,0.410,-0.694,4.325,5.318,"D3DCOLOR_ARGB(0xff,0x6b,0x6b,0x6b)","D3DCOLOR_ARGB(0xff,0x00,0x00,0x00)",1.000,0.736,0.548,0.418,44.709,0.736,0.548,0.418,44.709,-0.835,-0.214,0.507,44.709
12,38,10,0.319,-0.818,4.275,5.268,"D3DCOLOR_ARGB(0xff,0x6b,0x6b,0x6b)","D3DCOLOR_ARGB(0xff,0x00,0x00,0x00)",1.000,0.671,0.555,0.418,44.709,0.671,0.555,0.418,44.709,-0.645,-0.200,0.738,44.709
13,39,10,0.319,-0.818,4.275,5.268,"D3DCOLOR_ARGB(0xff,0x6b,0x6b,0x6b)","D3DCOLOR_ARGB(0xff,0x00,0x00,0x00)",1.000,0.671,0.555,0.418,44.709,0.671,0.555,0.418,44.709,-0.645,-0.200,0.738,44.709
13,40,9,0.284,-1.057,4.350,5.344,"D3DCOLOR_ARGB(0xff,0x6b,0x6b,0x6b)","D3DCOLOR_ARGB(0xff,0x00,0x00,0x00)",1.000,0.672,0.720,0.418,44.709,0.672,0.720,0.418,44.709,-0.593,0.061,0.803,44.709
13,41,12,0.354,-0.970,4.389,5.383,"D3DCOLOR_ARGB(0xff,0x6b,0x6b,0x6b)","D3DCOLOR_ARGB(0xff,0x00,0x00,0x00)",1.000,0.737,0.717,0.418,44.709,0.737,0.717,0.418,44.709,-0.824,0.050,0.565,44.709
14,42,13,0.410,-0.694,4.325,5.318,"D3DCOLOR_ARGB(0xff,0x6b,0x6b,0x6b)","D3DCOLOR_ARGB(0xff,0x00,0x00,0x00)",1.000,0.736,0.548,0.418,44.709,0.736,0.548,0.418,44.709,-0.835,-0.214,0.507,44.709
14,43,14,0.395,-0.478,4.286,5.280,"D3DCOLOR_ARGB(0xff,0x6b,0x6b,0x6b)","D3DCOLOR_ARGB(0xff,0x00,0x00,0x00)",1.000,0.736,0.438,0.418,44.709,0.736,0.438,0.418,44.709,-0.807,-0.375,0.456,44.709
14,44,11,0.342,-0.617,4.234,5.228,"D3DCOLOR_ARGB(0xff,0x6b,0x6b,0x6b)","D3DCOLOR_ARGB(0xff,0x00,0x00,0x00)",1.000,0.681,0.440,0.418,44.709,0.681,0.440,0.418,44.709,-0.666,-0.211,0.715,44.709
15,45,11,0.342,-0.617,4.234,5.228,"D3DCOLOR_ARGB(0xff,0x6b,0x6b,0x6b)","D3DCOLOR_ARGB(0xff,0x00,0x00,0x00)",1.000,0.681,0.440,0.418,44.709,0.681,0.440,0.418,44.709,-0.666,-0.211,0.715,44.709
15,46,10,0.319,-0.818,4.275,5.268,"D3DCOLOR_ARGB(0xff,0x6b,0x6b,0x6b)","D3DCOLOR_ARGB(0xff,0x00,0x00,0x00)",1.000,0.671,0.555,0.418,44.709,0.671,0.555,0.418,44.709,-0.645,-0.200,0.738,44.709
15,47,13,0.410,-0.694,4.325,5.318,"D3DCOLOR_ARGB(0xff,0x6b,0x6b,0x6b)","D3DCOLOR_ARGB(0xff,0x00,0x00,0x00)",1.000,0.736,0.548,0.418,44.709,0.736,0.548,0.418,44.709,-0.835,-0.214,0.507,44.709
16,48,5,-0.195,-0.556,4.190,5.184,"D3DCOLOR_ARGB(0xff,0x7b,0x7b,0x7b)","D3DCOLOR_ARGB(0xff,0x04,0x04,0x04)",1.000,0.476,0.361,0.418,44.709,0.476,0.361,0.418,44.709,0.571,-0.208,0.794,44.709
16,49,4,-0.005,-0.601,4.155,5.149,"D3DCOLOR_ARGB(0xff,0x74,0x74,0x74)","D3DCOLOR_ARGB(0xff,0x0b,0x0b,0x0b)",1.000,0.556,0.359,0.418,44.709,0.556,0.359,0.418,44.709,0.274,0.008,0.962,44.709
16,50,15,-0.229,-0.428,4.140,5.134,"D3DCOLOR_ARGB(0xff,0x97,0x97,0x97)","D3DCOLOR_ARGB(0xff,0x19,0x19,0x19)",1.000,0.476,0.279,0.418,44.709,0.476,0.279,0.418,44.709,0.593,0.014,0.805,44.709
17,51,16,-0.051,-0.296,4.137,5.131,"D3DCOLOR_ARGB(0xff,0x99,0x99,0x99)","D3DCOLOR_ARGB(0xff,0x48,0x48,0x48)",1.000,0.529,0.228,0.418,44.709,0.529,0.228,0.418,44.709,0.164,0.409,0.898,44.709
17,52,15,-0.229,-0.428,4.140,5.134,"D3DCOLOR_ARGB(0xff,0x97,0x97,0x97)","D3DCOLOR_ARGB(0xff,0x19,0x19,0x19)",1.000,0.476,0.279,0.418,44.709,0.476,0.279,0.418,44.709,0.593,0.014,0.805,44.709
17,53,4,-0.005,-0.601,4.155,5.149,"D3DCOLOR_ARGB(0xff,0x74,0x74,0x74)","D3DCOLOR_ARGB(0xff,0x0b,0x0b,0x0b)",1.000,0.556,0.359,0.418,44.709,0.556,0.359,0.418,44.709,0.274,0.008,0.962,44.709
18,54,16,-0.051,-0.296,4.137,5.131,"D3DCOLOR_ARGB(0xff,0x99,0x99,0x99)","D3DCOLOR_ARGB(0xff,0x48,0x48,0x48)",1.000,0.529,0.228,0.418,44.709,0.529,0.228,0.418,44.709,0.164,0.409,0.898,44.709
18,55,17,-0.229,-0.270,4.117,5.111,"D3DCOLOR_ARGB(0xff,0xa1,0xa1,0xa1)","D3DCOLOR_ARGB(0xff,0x2a,0x2a,0x2a)",1.000,0.476,0.195,0.418,44.709,0.476,0.195,0.418,44.709,0.593,0.101,0.799,44.709
18,56,15,-0.229,-0.428,4.140,5.134,"D3DCOLOR_ARGB(0xff,0x97,0x97,0x97)","D3DCOLOR_ARGB(0xff,0x19,0x19,0x19)",1.000,0.476,0.279,0.418,44.709,0.476,0.279,0.418,44.709,0.593,0.014,0.805,44.709
19,57,4,-0.005,-0.601,4.155,5.149,"D3DCOLOR_ARGB(0xff,0x74,0x74,0x74)","D3DCOLOR_ARGB(0xff,0x0b,0x0b,0x0b)",1.000,0.556,0.359,0.418,44.709,0.556,0.359,0.418,44.709,0.274,0.008,0.962,44.709
19,58,18,0.172,-0.375,4.130,5.125,"D3DCOLOR_ARGB(0xff,0x9c,0x9c,0x9c)","D3DCOLOR_ARGB(0xff,0x4a,0x4a,0x4a)",1.000,0.617,0.243,0.418,44.709,0.617,0.243,0.418,44.709,0.230,0.381,0.896,44.709
19,59,16,-0.051,-0.296,4.137,5.131,"D3DCOLOR_ARGB(0xff,0x99,0x99,0x99)","D3DCOLOR_ARGB(0xff,0x48,0x48,0x48)",1.000,0.529,0.228,0.418,44.709,0.529,0.228,0.418,44.709,0.164,0.409,0.898,44.709
20,60,18,0.172,-0.375,4.130,5.125,"D3DCOLOR_ARGB(0xff,0x9c,0x9c,0x9c)","D3DCOLOR_ARGB(0xff,0x4a,0x4a,0x4a)",1.000,0.617,0.243,0.418,44.709,0.617,0.243,0.418,44.709,0.230,0.381,0.896,44.709
20,61,4,-0.005,-0.601,4.155,5.149,"D3DCOLOR_ARGB(0xff,0x74,0x74,0x74)","D3DCOLOR_ARGB(0xff,0x0b,0x0b,0x0b)",1.000,0.556,0.359,0.418,44.709,0.556,0.359,0.418,44.709,0.274,0.008,0.962,44.709
20,62,8,0.205,-0.618,4.161,5.155,"D3DCOLOR_ARGB(0xff,0x6b,0x6b,0x6b)","D3DCOLOR_ARGB(0xff,0x00,0x00,0x00)",1.000,0.631,0.370,0.418,44.709,0.631,0.370,0.418,44.709,-0.198,-0.098,0.975,44.709
21,63,19,-0.209,-1.633,4.362,5.356,"D3DCOLOR_ARGB(0xff,0xc6,0xc6,0xc6)","D3DCOLOR_ARGB(0xff,0x85,0x85,0x85)",1.000,0.476,0.975,0.418,44.709,0.476,0.975,0.418,44.709,0.552,0.434,0.712,44.709
21,64,20,0.041,-1.540,4.326,5.320,"D3DCOLOR_ARGB(0xff,0x99,0x99,0x99)","D3DCOLOR_ARGB(0xff,0x3f,0x3f,0x3f)",1.000,0.569,0.904,0.418,44.709,0.569,0.904,0.418,44.709,0.097,0.457,0.884,44.709
21,65,1,0.039,-1.225,4.315,5.309,"D3DCOLOR_ARGB(0xff,0x80,0x80,0x80)","D3DCOLOR_ARGB(0xff,0x15,0x15,0x15)",1.000,0.548,0.766,0.418,44.709,0.548,0.766,0.418,44.709,0.241,0.135,0.961,44.709
22,66,1,0.039,-1.225,4.315,5.309,"D3DCOLOR_ARGB(0xff,0x80,0x80,0x80)","D3DCOLOR_ARGB(0xff,0x15,0x15,0x15)",1.000,0.548,0.766,0.418,44.709,0.548,0.766,0.418,44.709,0.241,0.135,0.961,44.709
22,67,0,-0.150,-1.231,4.339,5.332,"D3DCOLOR_ARGB(0xff,0xa3,0xa3,0xa3)","D3DCOLOR_ARGB(0xff,0x28,0x28,0x28)",1.000,0.476,0.787,0.418,44.709,0.476,0.787,0.418,44.709,0.590,0.124,0.798,44.709
22,68,19,-0.209,-1.633,4.362,5.356,"D3DCOLOR_ARGB(0xff,0xc6,0xc6,0xc6)","D3DCOLOR_ARGB(0xff,0x85,0x85,0x85)",1.000,0.476,0.975,0.418,44.709,0.476,0.975,0.418,44.709,0.552,0.434,0.712,44.709
23,69,20,0.041,-1.540,4.326,5.320,"D3DCOLOR_ARGB(0xff,0x99,0x99,0x99)","D3DCOLOR_ARGB(0xff,0x3f,0x3f,0x3f)",1.000,0.569,0.904,0.418,44.709,0.569,0.904,0.418,44.709,0.097,0.457,0.884,44.709
23,70,21,0.209,-1.416,4.341,5.335,"D3DCOLOR_ARGB(0xff,0x6b,0x6b,0x6b)","D3DCOLOR_ARGB(0xff,0x00,0x00,0x00)",1.000,0.615,0.856,0.418,44.709,0.615,0.856,0.418,44.709,-0.324,0.401,0.857,44.709
23,71,6,0.182,-1.141,4.326,5.320,"D3DCOLOR_ARGB(0xff,0x6b,0x6b,0x6b)","D3DCOLOR_ARGB(0xff,0x00,0x00,0x00)",1.000,0.607,0.736,0.418,44.709,0.607,0.736,0.418,44.709,-0.247,0.109,0.963,44.709
24,72,6,0.182,-1.141,4.326,5.320,"D3DCOLOR_ARGB(0xff,0x6b,0x6b,0x6b)","D3DCOLOR_ARGB(0xff,0x00,0x00,0x00)",1.000,0.607,0.736,0.418,44.709,0.607,0.736,0.418,44.709,-0.247,0.109,0.963,44.709
24,73,1,0.039,-1.225,4.315,5.309,"D3DCOLOR_ARGB(0xff,0x80,0x80,0x80)","D3DCOLOR_ARGB(0xff,0x15,0x15,0x15)",1.000,0.548,0.766,0.418,44.709,0.548,0.766,0.418,44.709,0.241,0.135,0.961,44.709
24,74,20,0.041,-1.540,4.326,5.320,"D3DCOLOR_ARGB(0xff,0x99,0x99,0x99)","D3DCOLOR_ARGB(0xff,0x3f,0x3f,0x3f)",1.000,0.569,0.904,0.418,44.709,0.569,0.904,0.418,44.709,0.097,0.457,0.884,44.709
25,75,21,0.209,-1.416,4.341,5.335,"D3DCOLOR_ARGB(0xff,0x6b,0x6b,0x6b)","D3DCOLOR_ARGB(0xff,0x00,0x00,0x00)",1.000,0.615,0.856,0.418,44.709,0.615,0.856,0.418,44.709,-0.324,0.401,0.857,44.709
25,76,22,0.326,-1.310,4.378,5.371,"D3DCOLOR_ARGB(0xff,0x6b,0x6b,0x6b)","D3DCOLOR_ARGB(0xff,0x00,0x00,0x00)",1.000,0.682,0.834,0.418,44.709,0.682,0.834,0.418,44.709,-0.635,0.332,0.698,44.709
25,77,9,0.284,-1.057,4.350,5.344,"D3DCOLOR_ARGB(0xff,0x6b,0x6b,0x6b)","D3DCOLOR_ARGB(0xff,0x00,0x00,0x00)",1.000,0.672,0.720,0.418,44.709,0.672,0.720,0.418,44.709,-0.593,0.061,0.803,44.709
26,78,9,0.284,-1.057,4.350,5.344,"D3DCOLOR_ARGB(0xff,0x6b,0x6b,0x6b)","D3DCOLOR_ARGB(0xff,0x00,0x00,0x00)",1.000,0.672,0.720,0.418,44.709,0.672,0.720,0.418,44.709,-0.593,0.061,0.803,44.709
26,79,6,0.182,-1.141,4.326,5.320,"D3DCOLOR_ARGB(0xff,0x6b,0x6b,0x6b)","D3DCOLOR_ARGB(0xff,0x00,0x00,0x00)",1.000,0.607,0.736,0.418,44.709,0.607,0.736,0.418,44.709,-0.247,0.109,0.963,44.709
26,80,21,0.209,-1.416,4.341,5.335,"D3DCOLOR_ARGB(0xff,0x6b,0x6b,0x6b)","D3DCOLOR_ARGB(0xff,0x00,0x00,0x00)",1.000,0.615,0.856,0.418,44.709,0.615,0.856,0.418,44.709,-0.324,0.401,0.857,44.709
27,81,22,0.326,-1.310,4.378,5.371,"D3DCOLOR_ARGB(0xff,0x6b,0x6b,0x6b)","D3DCOLOR_ARGB(0xff,0x00,0x00,0x00)",1.000,0.682,0.834,0.418,44.709,0.682,0.834,0.418,44.709,-0.635,0.332,0.698,44.709
27,82,23,0.400,-1.236,4.420,5.414,"D3DCOLOR_ARGB(0xff,0x6b,0x6b,0x6b)","D3DCOLOR_ARGB(0xff,0x00,0x00,0x00)",1.000,0.737,0.837,0.418,44.709,0.737,0.837,0.418,44.709,-0.858,0.297,0.418,44.709
27,83,12,0.354,-0.970,4.389,5.383,"D3DCOLOR_ARGB(0xff,0x6b,0x6b,0x6b)","D3DCOLOR_ARGB(0xff,0x00,0x00,0x00)",1.000,0.737,0.717,0.418,44.709,0.737,0.717,0.418,44.709,-0.824,0.050,0.565,44.709
28,84,12,0.354,-0.970,4.389,5.383,"D3DCOLOR_ARGB(0xff,0x6b,0x6b,0x6b)","D3DCOLOR_ARGB(0xff,0x00,0x00,0x00)",1.000,0.737,0.717,0.418,44.709,0.737,0.717,0.418,44.709,-0.824,0.050,0.565,44.709
28,85,9,0.284,-1.057,4.350,5.344,"D3DCOLOR_ARGB(0xff,0x6b,0x6b,0x6b)","D3DCOLOR_ARGB(0xff,0x00,0x00,0x00)",1.000,0.672,0.720,0.418,44.709,0.672,0.720,0.418,44.709,-0.593,0.061,0.803,44.709
28,86,22,0.326,-1.310,4.378,5.371,"D3DCOLOR_ARGB(0xff,0x6b,0x6b,0x6b)","D3DCOLOR_ARGB(0xff,0x00,0x00,0x00)",1.000,0.682,0.834,0.418,44.709,0.682,0.834,0.418,44.709,-0.635,0.332,0.698,44.709
29,87,24,0.234,-0.152,4.137,5.131,"D3DCOLOR_ARGB(0xff,0xb7,0xb7,0xb7)","D3DCOLOR_ARGB(0xff,0x8c,0x8c,0x8c)",1.000,0.623,0.159,0.418,44.709,0.623,0.159,0.418,44.709,0.133,0.667,0.734,44.709
29,88,25,0.066,-0.072,4.139,5.133,"D3DCOLOR_ARGB(0xff,0x76,0x76,0x76)","D3DCOLOR_ARGB(0xff,0x10,0x10,0x10)",1.000,0.558,0.129,0.418,44.709,0.558,0.129,0.418,44.709,-0.320,0.492,0.809,44.709
29,89,16,-0.051,-0.296,4.137,5.131,"D3DCOLOR_ARGB(0xff,0x99,0x99,0x99)","D3DCOLOR_ARGB(0xff,0x48,0x48,0x48)",1.000,0.529,0.228,0.418,44.709,0.529,0.228,0.418,44.709,0.164,0.409,0.898,44.709
30,90,16,-0.051,-0.296,4.137,5.131,"D3DCOLOR_ARGB(0xff,0x99,0x99,0x99)","D3DCOLOR_ARGB(0xff,0x48,0x48,0x48)",1.000,0.529,0.228,0.418,44.709,0.529,0.228,0.418,44.709,0.164,0.409,0.898,44.709
30,91,18,0.172,-0.375,4.130,5.125,"D3DCOLOR_ARGB(0xff,0x9c,0x9c,0x9c)","D3DCOLOR_ARGB(0xff,0x4a,0x4a,0x4a)",1.000,0.617,0.243,0.418,44.709,0.617,0.243,0.418,44.709,0.230,0.381,0.896,44.709
30,92,24,0.234,-0.152,4.137,5.131,"D3DCOLOR_ARGB(0xff,0xb7,0xb7,0xb7)","D3DCOLOR_ARGB(0xff,0x8c,0x8c,0x8c)",1.000,0.623,0.159,0.418,44.709,0.623,0.159,0.418,44.709,0.133,0.667,0.734,44.709
31,93,26,0.390,0.095,4.172,5.166,"D3DCOLOR_ARGB(0xff,0xb5,0xb5,0xb5)","D3DCOLOR_ARGB(0xff,0x45,0x45,0x45)",1.000,0.636,0.099,0.418,44.709,0.636,0.099,0.418,44.709,-0.180,0.865,0.468,44.709
31,94,27,0.202,0.154,4.189,5.183,"D3DCOLOR_ARGB(0xff,0x6b,0x6b,0x6b)","D3DCOLOR_ARGB(0xff,0x00,0x00,0x00)",1.000,0.572,0.069,0.418,44.709,0.572,0.069,0.418,44.709,-0.709,0.618,0.340,44.709
31,95,25,0.066,-0.072,4.139,5.133,"D3DCOLOR_ARGB(0xff,0x76,0x76,0x76)","D3DCOLOR_ARGB(0xff,0x10,0x10,0x10)",1.000,0.558,0.129,0.418,44.709,0.558,0.129,0.418,44.709,-0.320,0.492,0.809,44.709
