Prim,VTX,IDX,Position[0],Position[1],Position[2],Position[3],Diffuse,Specular,Fog,TexCoord0[0],TexCoord0[1],TexCoord0[2],TexCoord0[3],TexCoord1[0],TexCoord1[1],TexCoord1[2],TexCoord1[3],TexCoord2[0],TexCoord2[1],TexCoord2[2],TexCoord2[3]
15,46,12,0.202,-4.823,4.634,5.628,"D3DCOLOR_ARGB(0xff,0xdf,0xdf,0xdf)","D3DCOLOR_ARGB(0xff,0xe2,0xe2,0xe2)",1.000,0.120,0.589,0.418,44.709,0.120,0.589,0.418,44.709,0.270,0.848,0.456,44.709
15,47,18,0.118,-4.943,4.676,5.669,"D3DCOLOR_ARGB(0xff,0xf9,0xf9,0xf9)","D3DCOLOR_ARGB(0xff,0x50,0x50,0x50)",1.000,0.138,0.696,0.418,44.709,0.138,0.696,0.418,44.709,0.872,0.489,0.003,44.709
16,48,18,0.118,-4.943,4.676,5.669,"D3DCOLOR_ARGB(0xff,0xf9,0xf9,0xf9)","D3DCOLOR_ARGB(0xff,0x50,0x50,0x50)",1.000,0.138,0.696,0.418,44.709,0.138,0.696,0.418,44.709,0.872,0.489,0.003,44.709
16,49,12,0.202,-4.823,4.634,5.628,"D3DCOLOR_ARGB(0xff,0xdf,0xdf,0xdf)","D3DCOLOR_ARGB(0xff,0xe2,0xe2,0xe2)",1.000,0.120,0.589,0.418,44.709,0.120,0.589,0.418,44.709,0.270,0.848,0.456,44.709
16,50,19,0.144,-4.739,4.728,5.721,"D3DCOLOR_ARGB(0xff,0xf7,0xf7,0xf7)","D3DCOLOR_ARGB(0xff,0x17,0x17,0x17)",1.000,0.259,0.620,0.418,44.709,0.259,0.620,0.418,44.709,0.580,0.630,-0.517,44.709
17,51,19,0.144,-4.739,4.728,5.721,"D3DCOLOR_ARGB(0xff,0xf7,0xf7,0xf7)","D3DCOLOR_ARGB(0xff,0x17,0x17,0x17)",1.000,0.259,0.620,0.418,44.709,0.259,0.620,0.418,44.709,0.580,0.630,-0.517,44.709
17,52,20,0.100,-4.785,4.765,5.758,"D3DCOLOR_ARGB(0xff,0xd4,0xd4,0xd4)","D3DCOLOR_ARGB(0xff,0x02,0x02,0x02)",1.000,0.312,0.698,0.418,44.709,0.312,0.698,0.418,44.709,0.173,0.628,-0.759,44.709
17,53,18,0.118,-4.943,4.676,5.669,"D3DCOLOR_ARGB(0xff,0xf9,0xf9,0xf9)","D3DCOLOR_ARGB(0xff,0x50,0x50,0x50)",1.000,0.138,0.696,0.418,44.709,0.138,0.696,0.418,44.709,0.872,0.489,0.003,44.709
18,54,12,0.202,-4.823,4.634,5.628,"D3DCOLOR_ARGB(0xff,0xdf,0xdf,0xdf)","D3DCOLOR_ARGB(0xff,0xe2,0xe2,0xe2)",1.000,0.120,0.589,0.418,44.709,0.120,0.589,0.418,44.709,0.270,0.848,0.456,44.709
18,55,14,0.231,-4.605,4.675,5.668,"D3DCOLOR_ARGB(0xff,0xe4,0xe4,0xe4)","D3DCOLOR_ARGB(0xff,0x34,0x34,0x34)",1.000,0.234,0.519,0.418,44.709,0.234,0.519,0.418,44.709,0.038,0.958,-0.283,44.709
18,56,19,0.144,-4.739,4.728,5.721,"D3DCOLOR_ARGB(0xff,0xf7,0xf7,0xf7)","D3DCOLOR_ARGB(0xff,0x17,0x17,0x17)",1.000,0.259,0.620,0.418,44.709,0.259,0.620,0.418,44.709,0.580,0.630,-0.517,44.709
19,57,15,0.355,-4.964,4.665,5.658,"D3DCOLOR_ARGB(0xff,0x78,0x78,0x78)","D3DCOLOR_ARGB(0xff,0x06,0x06,0x06)",1.000,0.139,0.696,0.418,44.709,0.139,0.696,0.418,44.709,-0.534,0.646,0.546,44.709
19,58,12,0.202,-4.823,4.634,5.628,"D3DCOLOR_ARGB(0xff,0xdf,0xdf,0xdf)","D3DCOLOR_ARGB(0xff,0xe2,0xe2,0xe2)",1.000,0.120,0.589,0.418,44.709,0.120,0.589,0.418,44.709,0.270,0.848,0.456,44.709
19,59,17,0.192,-5.071,4.609,5.602,"D3DCOLOR_ARGB(0xff,0xd4,0xd4,0xd4)","D3DCOLOR_ARGB(0xff,0xc1,0xc1,0xc1)",1.000,0.032,0.694,0.418,44.709,0.032,0.694,0.418,44.709,0.305,0.745,0.594,44.709
20,60,14,0.231,-4.605,4.675,5.668,"D3DCOLOR_ARGB(0xff,0xe4,0xe4,0xe4)","D3DCOLOR_ARGB(0xff,0x34,0x34,0x34)",1.000,0.234,0.519,0.418,44.709,0.234,0.519,0.418,44.709,0.038,0.958,-0.283,44.709
20,61,13,0.349,-4.714,4.708,5.701,"D3DCOLOR_ARGB(0xff,0x92,0x92,0x92)","D3DCOLOR_ARGB(0xff,0x01,0x01,0x01)",1.000,0.259,0.619,0.418,44.709,0.259,0.619,0.418,44.709,-0.581,0.775,-0.247,44.709
20,62,19,0.144,-4.739,4.728,5.721,"D3DCOLOR_ARGB(0xff,0xf7,0xf7,0xf7)","D3DCOLOR_ARGB(0xff,0x17,0x17,0x17)",1.000,0.259,0.620,0.418,44.709,0.259,0.620,0.418,44.709,0.580,0.630,-0.517,44.709
21,63,20,0.100,-4.785,4.765,5.758,"D3DCOLOR_ARGB(0xff,0xd4,0xd4,0xd4)","D3DCOLOR_ARGB(0xff,0x02,0x02,0x02)",1.000,0.312,0.698,0.418,44.709,0.312,0.698,0.418,44.709,0.173,0.628,-0.759,44.709
21,64,19,0.144,-4.739,4.728,5.721,"D3DCOLOR_ARGB(0xff,0xf7,0xf7,0xf7)","D3DCOLOR_ARGB(0xff,0x17,0x17,0x17)",1.000,0.259,0.620,0.418,44.709,0.259,0.620,0.418,44.709,0.580,0.630,-0.517,44.709
21,65,13,0.349,-4.714,4.708,5.701,"D3DCOLOR_ARGB(0xff,0x92,0x92,0x92)","D3DCOLOR_ARGB(0xff,0x01,0x01,0x01)",1.000,0.259,0.619,0.418,44.709,0.259,0.619,0.418,44.709,-0.581,0.775,-0.247,44.709
22,66,13,0.349,-4.714,4.708,5.701,"D3DCOLOR_ARGB(0xff,0x92,0x92,0x92)","D3DCOLOR_ARGB(0xff,0x01,0x01,0x01)",1.000,0.259,0.619,0.418,44.709,0.259,0.619,0.418,44.709,-0.581,0.775,-0.247,44.709
22,67,16,0.467,-4.829,4.744,5.737,"D3DCOLOR_ARGB(0xff,0x83,0x83,0x83)","D3DCOLOR_ARGB(0xff,0x00,0x00,0x00)",1.000,0.312,0.698,0.418,44.709,0.312,0.698,0.418,44.709,-0.656,0.702,-0.278,44.709
22,68,20,0.100,-4.785,4.765,5.758,"D3DCOLOR_ARGB(0xff,0xd4,0xd4,0xd4)","D3DCOLOR_ARGB(0xff,0x02,0x02,0x02)",1.000,0.312,0.698,0.418,44.709,0.312,0.698,0.418,44.709,0.173,0.628,-0.759,44.709
23,69,21,0.267,-3.263,4.566,5.560,"D3DCOLOR_ARGB(0xff,0x6b,0x6b,0x6b)","D3DCOLOR_ARGB(0xff,0x00,0x00,0x00)",1.000,0.557,0.167,0.418,44.709,0.557,0.167,0.418,44.709,-0.489,0.092,0.868,44.709
23,70,11,0.320,-3.491,4.619,5.613,"D3DCOLOR_ARGB(0xff,0x6b,0x6b,0x6b)","D3DCOLOR_ARGB(0xff,0x00,0x00,0x00)",1.000,0.592,0.281,0.418,44.709,0.592,0.281,0.418,44.709,-0.291,0.021,0.956,44.709
23,71,22,0.407,-3.103,4.610,5.604,"D3DCOLOR_ARGB(0xff,0x6b,0x6b,0x6b)","D3DCOLOR_ARGB(0xff,0x00,0x00,0x00)",1.000,0.677,0.116,0.418,44.709,0.677,0.116,0.418,44.709,-0.841,0.110,0.529,44.709
24,72,23,0.355,-2.949,4.682,5.676,"D3DCOLOR_ARGB(0xff,0x6b,0x6b,0x6b)","D3DCOLOR_ARGB(0xff,0x00,0x00,0x00)",1.000,0.790,0.090,0.418,44.709,0.790,0.090,0.418,44.709,-0.812,-0.080,-0.578,44.709
24,73,24,0.462,-3.324,4.656,5.649,"D3DCOLOR_ARGB(0xff,0x6b,0x6b,0x6b)","D3DCOLOR_ARGB(0xff,0x00,0x00,0x00)",1.000,0.698,0.266,0.418,44.709,0.698,0.266,0.418,44.709,-0.913,0.087,0.398,44.709
24,74,25,0.404,-3.144,4.739,5.733,"D3DCOLOR_ARGB(0xff,0x6b,0x6b,0x6b)","D3DCOLOR_ARGB(0xff,0x00,0x00,0x00)",1.000,0.882,0.211,0.418,44.709,0.882,0.211,0.418,44.709,-0.747,0.077,-0.661,44.709
25,75,26,0.073,-3.044,4.664,5.657,"D3DCOLOR_ARGB(0xff,0xba,0xba,0xba)","D3DCOLOR_ARGB(0xff,0x00,0x00,0x00)",1.000,0.677,0.116,0.418,44.709,0.677,0.116,0.418,44.709,0.760,-0.064,-0.647,44.709
25,76,27,0.199,-3.144,4.756,5.750,"D3DCOLOR_ARGB(0xff,0x93,0x93,0x93)","D3DCOLOR_ARGB(0xff,0x00,0x00,0x00)",1.000,0.794,0.232,0.418,44.709,0.794,0.232,0.418,44.709,0.260,-0.031,-0.965,44.709
25,77,28,0.067,-3.361,4.724,5.717,"D3DCOLOR_ARGB(0xff,0xb7,0xb7,0xb7)","D3DCOLOR_ARGB(0xff,0x00,0x00,0x00)",1.000,0.697,0.266,0.418,44.709,0.697,0.266,0.418,44.709,0.932,-0.179,-0.316,44.709
26,78,29,0.030,-2.840,4.631,5.625,"D3DCOLOR_ARGB(0xff,0xef,0xef,0xef)","D3DCOLOR_ARGB(0xff,0x07,0x07,0x07)",1.000,0.644,0.018,0.418,44.709,0.644,0.018,0.418,44.709,0.712,0.446,-0.542,44.709
26,79,26,0.073,-3.044,4.664,5.657,"D3DCOLOR_ARGB(0xff,0xba,0xba,0xba)","D3DCOLOR_ARGB(0xff,0x00,0x00,0x00)",1.000,0.677,0.116,0.418,44.709,0.677,0.116,0.418,44.709,0.760,-0.064,-0.647,44.709
26,80,30,0.073,-3.274,4.597,5.591,"D3DCOLOR_ARGB(0xff,0xbd,0xbd,0xbd)","D3DCOLOR_ARGB(0xff,0x02,0x02,0x02)",1.000,0.557,0.168,0.418,44.709,0.557,0.168,0.418,44.709,0.990,-0.112,0.088,44.709
27,81,21,0.267,-3.263,4.566,5.560,"D3DCOLOR_ARGB(0xff,0x6b,0x6b,0x6b)","D3DCOLOR_ARGB(0xff,0x00,0x00,0x00)",1.000,0.557,0.167,0.418,44.709,0.557,0.167,0.418,44.709,-0.489,0.092,0.868,44.709
27,82,31,0.432,-2.863,4.591,5.584,"D3DCOLOR_ARGB(0xff,0x6d,0x6d,0x6d)","D3DCOLOR_ARGB(0xff,0x00,0x00,0x00)",1.000,0.644,0.018,0.418,44.709,0.644,0.018,0.418,44.709,-0.728,0.656,0.197,44.709
27,83,32,0.242,-3.010,4.498,5.492,"D3DCOLOR_ARGB(0xff,0xc2,0xc2,0xc2)","D3DCOLOR_ARGB(0xff,0x4d,0x4d,0x4d)",1.000,0.480,0.048,0.418,44.709,0.480,0.048,0.418,44.709,-0.183,0.942,0.283,44.709
28,84,33,0.173,-2.965,4.687,5.681,"D3DCOLOR_ARGB(0xff,0x82,0x82,0x82)","D3DCOLOR_ARGB(0xff,0x00,0x00,0x00)",1.000,0.730,0.101,0.418,44.709,0.730,0.101,0.418,44.709,0.124,-0.074,-0.990,44.709
28,85,25,0.404,-3.144,4.739,5.733,"D3DCOLOR_ARGB(0xff,0x6b,0x6b,0x6b)","D3DCOLOR_ARGB(0xff,0x00,0x00,0x00)",1.000,0.882,0.211,0.418,44.709,0.882,0.211,0.418,44.709,-0.747,0.077,-0.661,44.709
28,86,27,0.199,-3.144,4.756,5.750,"D3DCOLOR_ARGB(0xff,0x93,0x93,0x93)","D3DCOLOR_ARGB(0xff,0x00,0x00,0x00)",1.000,0.794,0.232,0.418,44.709,0.794,0.232,0.418,44.709,0.260,-0.031,-0.965,44.709
29,87,24,0.462,-3.324,4.656,5.649,"D3DCOLOR_ARGB(0xff,0x6b,0x6b,0x6b)","D3DCOLOR_ARGB(0xff,0x00,0x00,0x00)",1.000,0.698,0.266,0.418,44.709,0.698,0.266,0.418,44.709,-0.913,0.087,0.398,44.709
29,88,34,0.436,-3.651,4.736,5.729,"D3DCOLOR_ARGB(0xff,0x6b,0x6b,0x6b)","D3DCOLOR_ARGB(0xff,0x00,0x00,0x00)",1.000,0.726,0.421,0.418,44.709,0.726,0.421,0.418,44.709,-0.943,-0.013,0.333,44.709
29,89,25,0.404,-3.144,4.739,5.733,"D3DCOLOR_ARGB(0xff,0x6b,0x6b,0x6b)","D3DCOLOR_ARGB(0xff,0x00,0x00,0x00)",1.000,0.882,0.211,0.418,44.709,0.882,0.211,0.418,44.709,-0.747,0.077,-0.661,44.709
30,90,25,0.404,-3.144,4.739,5.733,"D3DCOLOR_ARGB(0xff,0x6b,0x6b,0x6b)","D3DCOLOR_ARGB(0xff,0x00,0x00,0x00)",1.000,0.882,0.211,0.418,44.709,0.882,0.211,0.418,44.709,-0.747,0.077,-0.661,44.709
30,91,35,0.412,-3.513,4.787,5.780,"D3DCOLOR_ARGB(0xff,0x6b,0x6b,0x6b)","D3DCOLOR_ARGB(0xff,0x00,0x00,0x00)",1.000,0.874,0.374,0.418,44.709,0.874,0.374,0.418,44.709,-0.880,-0.059,-0.471,44.709
30,92,36,0.295,-3.525,4.807,5.800,"D3DCOLOR_ARGB(0xff,0x6b,0x6b,0x6b)","D3DCOLOR_ARGB(0xff,0x00,0x00,0x00)",1.000,0.815,0.405,0.418,44.709,0.815,0.405,0.418,44.709,-0.011,-0.177,-0.984,44.709
31,93,37,0.172,-3.740,4.782,5.775,"D3DCOLOR_ARGB(0xff,0xaa,0xaa,0xaa)","D3DCOLOR_ARGB(0xff,0x00,0x00,0x00)",1.000,0.726,0.421,0.418,44.709,0.726,0.421,0.418,44.709,0.820,-0.234,-0.523,44.709
31,94,28,0.067,-3.361,4.724,5.717,"D3DCOLOR_ARGB(0xff,0xb7,0xb7,0xb7)","D3DCOLOR_ARGB(0xff,0x00,0x00,0x00)",1.000,0.697,0.266,0.418,44.709,0.697,0.266,0.418,44.709,0.932,-0.179,-0.316,44.709
31,95,27,0.199,-3.144,4.756,5.750,"D3DCOLOR_ARGB(0xff,0x93,0x93,0x93)","D3DCOLOR_ARGB(0xff,0x00,0x00,0x00)",1.000,0.794,0.232,0.418,44.709,0.794,0.232,0.418,44.709,0.260,-0.031,-0.965,44.709
