Prim,VTX,IDX,Position[0],Position[1],Position[2],Position[3],Diffuse,Specular,Fog,TexCoord0[0],TexCoord0[1],TexCoord0[2],TexCoord0[3],TexCoord1[0],TexCoord1[1],TexCoord1[2],TexCoord1[3],TexCoord2[0],TexCoord2[1],TexCoord2[2],TexCoord2[3]
5,17,3,0.103,0.714,4.098,5.093,"D3DCOLOR_ARGB(0xff,0x6b,0x6b,0x6b)","D3DCOLOR_ARGB(0xff,0x00,0x00,0x00)",1.000,0.460,0.224,0.418,44.709,0.460,0.224,0.418,44.709,-0.766,0.454,0.455,44.709
6,18,3,0.103,0.714,4.098,5.093,"D3DCOLOR_ARGB(0xff,0x6b,0x6b,0x6b)","D3DCOLOR_ARGB(0xff,0x00,0x00,0x00)",1.000,0.460,0.224,0.418,44.709,0.460,0.224,0.418,44.709,-0.766,0.454,0.455,44.709
6,19,8,0.035,0.817,4.084,5.078,"D3DCOLOR_ARGB(0xff,0xa2,0xa2,0xa2)","D3DCOLOR_ARGB(0xff,0x14,0x14,0x14)",1.000,0.431,0.140,0.418,44.709,0.431,0.140,0.418,44.709,-0.398,0.854,0.334,44.709
6,20,7,-0.036,0.643,4.035,5.029,"D3DCOLOR_ARGB(0xff,0x99,0x99,0x99)","D3DCOLOR_ARGB(0xff,0x31,0x31,0x31)",1.000,0.224,0.203,0.418,44.709,0.224,0.203,0.418,44.709,-0.238,0.703,0.670,44.709
7,21,5,0.042,0.586,4.059,5.053,"D3DCOLOR_ARGB(0xff,0x6b,0x6b,0x6b)","D3DCOLOR_ARGB(0xff,0x00,0x00,0x00)",1.000,0.287,0.262,0.418,44.709,0.287,0.262,0.418,44.709,-0.624,0.309,0.718,44.709
7,22,7,-0.036,0.643,4.035,5.029,"D3DCOLOR_ARGB(0xff,0x99,0x99,0x99)","D3DCOLOR_ARGB(0xff,0x31,0x31,0x31)",1.000,0.224,0.203,0.418,44.709,0.224,0.203,0.418,44.709,-0.238,0.703,0.670,44.709
7,23,9,-0.066,0.518,4.026,5.020,"D3DCOLOR_ARGB(0xff,0x76,0x76,0x76)","D3DCOLOR_ARGB(0xff,0x19,0x19,0x19)",1.000,0.139,0.272,0.418,44.709,0.139,0.272,0.418,44.709,-0.083,0.323,0.943,44.709
8,24,3,0.103,0.714,4.098,5.093,"D3DCOLOR_ARGB(0xff,0x6b,0x6b,0x6b)","D3DCOLOR_ARGB(0xff,0x00,0x00,0x00)",1.000,0.460,0.224,0.418,44.709,0.460,0.224,0.418,44.709,-0.766,0.454,0.455,44.709
8,25,0,0.101,0.829,4.130,5.124,"D3DCOLOR_ARGB(0xff,0x74,0x74,0x74)","D3DCOLOR_ARGB(0xff,0x00,0x00,0x00)",1.000,0.576,0.184,0.418,44.709,0.576,0.184,0.418,44.709,-0.732,0.669,-0.131,44.709
8,26,8,0.035,0.817,4.084,5.078,"D3DCOLOR_ARGB(0xff,0xa2,0xa2,0xa2)","D3DCOLOR_ARGB(0xff,0x14,0x14,0x14)",1.000,0.431,0.140,0.418,44.709,0.431,0.140,0.418,44.709,-0.398,0.854,0.334,44.709
9,27,5,0.042,0.586,4.059,5.053,"D3DCOLOR_ARGB(0xff,0x6b,0x6b,0x6b)","D3DCOLOR_ARGB(0xff,0x00,0x00,0x00)",1.000,0.287,0.262,0.418,44.709,0.287,0.262,0.418,44.709,-0.624,0.309,0.718,44.709
9,28,10,0.002,0.423,4.058,5.052,"D3DCOLOR_ARGB(0xff,0x6b,0x6b,0x6b)","D3DCOLOR_ARGB(0xff,0x00,0x00,0x00)",1.000,0.198,0.363,0.418,44.709,0.198,0.363,0.418,44.709,-0.473,0.054,0.879,44.709
9,29,6,0.071,0.486,4.084,5.078,"D3DCOLOR_ARGB(0xff,0x6b,0x6b,0x6b)","D3DCOLOR_ARGB(0xff,0x00,0x00,0x00)",1.000,0.319,0.353,0.418,44.709,0.319,0.353,0.418,44.709,-0.704,0.074,0.706,44.709
10,30,10,0.002,0.423,4.058,5.052,"D3DCOLOR_ARGB(0xff,0x6b,0x6b,0x6b)","D3DCOLOR_ARGB(0xff,0x00,0x00,0x00)",1.000,0.198,0.363,0.418,44.709,0.198,0.363,0.418,44.709,-0.473,0.054,0.879,44.709
10,31,5,0.042,0.586,4.059,5.053,"D3DCOLOR_ARGB(0xff,0x6b,0x6b,0x6b)","D3DCOLOR_ARGB(0xff,0x00,0x00,0x00)",1.000,0.287,0.262,0.418,44.709,0.287,0.262,0.418,44.709,-0.624,0.309,0.718,44.709
10,32,9,-0.066,0.518,4.026,5.020,"D3DCOLOR_ARGB(0xff,0x76,0x76,0x76)","D3DCOLOR_ARGB(0xff,0x19,0x19,0x19)",1.000,0.139,0.272,0.418,44.709,0.139,0.272,0.418,44.709,-0.083,0.323,0.943,44.709
11,33,11,-0.098,0.401,4.040,5.035,"D3DCOLOR_ARGB(0xff,0x6b,0x6b,0x6b)","D3DCOLOR_ARGB(0xff,0x00,0x00,0x00)",1.000,0.096,0.355,0.418,44.709,0.096,0.355,0.418,44.709,0.072,0.030,0.997,44.709
11,34,10,0.002,0.423,4.058,5.052,"D3DCOLOR_ARGB(0xff,0x6b,0x6b,0x6b)","D3DCOLOR_ARGB(0xff,0x00,0x00,0x00)",1.000,0.198,0.363,0.418,44.709,0.198,0.363,0.418,44.709,-0.473,0.054,0.879,44.709
11,35,9,-0.066,0.518,4.026,5.020,"D3DCOLOR_ARGB(0xff,0x76,0x76,0x76)","D3DCOLOR_ARGB(0xff,0x19,0x19,0x19)",1.000,0.139,0.272,0.418,44.709,0.139,0.272,0.418,44.709,-0.083,0.323,0.943,44.709
12,36,12,0.129,0.547,4.199,5.193,"D3DCOLOR_ARGB(0xff,0x6b,0x6b,0x6b)","D3DCOLOR_ARGB(0xff,0x00,0x00,0x00)",1.000,0.636,0.440,0.418,44.709,0.636,0.440,0.418,44.709,-0.958,0.138,-0.251,44.709
12,37,13,0.033,0.623,4.230,5.224,"D3DCOLOR_ARGB(0xff,0x6b,0x6b,0x6b)","D3DCOLOR_ARGB(0xff,0x00,0x00,0x00)",1.000,0.739,0.414,0.418,44.709,0.739,0.414,0.418,44.709,-0.569,0.263,-0.779,44.709
12,38,2,0.034,0.797,4.207,5.201,"D3DCOLOR_ARGB(0xff,0x6b,0x6b,0x6b)","D3DCOLOR_ARGB(0xff,0x00,0x00,0x00)",1.000,0.745,0.283,0.418,44.709,0.745,0.283,0.418,44.709,-0.586,0.168,-0.793,44.709
13,39,1,0.144,0.715,4.165,5.159,"D3DCOLOR_ARGB(0xff,0x6b,0x6b,0x6b)","D3DCOLOR_ARGB(0xff,0x00,0x00,0x00)",1.000,0.635,0.296,0.418,44.709,0.635,0.296,0.418,44.709,-0.987,0.158,-0.032,44.709
13,40,4,0.135,0.595,4.123,5.117,"D3DCOLOR_ARGB(0xff,0x6b,0x6b,0x6b)","D3DCOLOR_ARGB(0xff,0x00,0x00,0x00)",1.000,0.486,0.327,0.418,44.709,0.486,0.327,0.418,44.709,-0.863,0.113,0.492,44.709
13,41,14,0.133,0.427,4.165,5.160,"D3DCOLOR_ARGB(0xff,0x6b,0x6b,0x6b)","D3DCOLOR_ARGB(0xff,0x00,0x00,0x00)",1.000,0.515,0.465,0.418,44.709,0.515,0.465,0.418,44.709,-0.906,0.148,0.395,44.709
14,42,14,0.133,0.427,4.165,5.160,"D3DCOLOR_ARGB(0xff,0x6b,0x6b,0x6b)","D3DCOLOR_ARGB(0xff,0x00,0x00,0x00)",1.000,0.515,0.465,0.418,44.709,0.515,0.465,0.418,44.709,-0.906,0.148,0.395,44.709
14,43,12,0.129,0.547,4.199,5.193,"D3DCOLOR_ARGB(0xff,0x6b,0x6b,0x6b)","D3DCOLOR_ARGB(0xff,0x00,0x00,0x00)",1.000,0.636,0.440,0.418,44.709,0.636,0.440,0.418,44.709,-0.958,0.138,-0.251,44.709
14,44,1,0.144,0.715,4.165,5.159,"D3DCOLOR_ARGB(0xff,0x6b,0x6b,0x6b)","D3DCOLOR_ARGB(0xff,0x00,0x00,0x00)",1.000,0.635,0.296,0.418,44.709,0.635,0.296,0.418,44.709,-0.987,0.158,-0.032,44.709
15,45,4,0.135,0.595,4.123,5.117,"D3DCOLOR_ARGB(0xff,0x6b,0x6b,0x6b)","D3DCOLOR_ARGB(0xff,0x00,0x00,0x00)",1.000,0.486,0.327,0.418,44.709,0.486,0.327,0.418,44.709,-0.863,0.113,0.492,44.709
15,46,6,0.071,0.486,4.084,5.078,"D3DCOLOR_ARGB(0xff,0x6b,0x6b,0x6b)","D3DCOLOR_ARGB(0xff,0x00,0x00,0x00)",1.000,0.319,0.353,0.418,44.709,0.319,0.353,0.418,44.709,-0.704,0.074,0.706,44.709
15,47,15,0.080,0.310,4.126,5.120,"D3DCOLOR_ARGB(0xff,0x6b,0x6b,0x6b)","D3DCOLOR_ARGB(0xff,0x00,0x00,0x00)",1.000,0.350,0.496,0.418,44.709,0.350,0.496,0.418,44.709,-0.694,0.043,0.719,44.709
16,48,15,0.080,0.310,4.126,5.120,"D3DCOLOR_ARGB(0xff,0x6b,0x6b,0x6b)","D3DCOLOR_ARGB(0xff,0x00,0x00,0x00)",1.000,0.350,0.496,0.418,44.709,0.350,0.496,0.418,44.709,-0.694,0.043,0.719,44.709
16,49,14,0.133,0.427,4.165,5.160,"D3DCOLOR_ARGB(0xff,0x6b,0x6b,0x6b)","D3DCOLOR_ARGB(0xff,0x00,0x00,0x00)",1.000,0.515,0.465,0.418,44.709,0.515,0.465,0.418,44.709,-0.906,0.148,0.395,44.709
16,50,4,0.135,0.595,4.123,5.117,"D3DCOLOR_ARGB(0xff,0x6b,0x6b,0x6b)","D3DCOLOR_ARGB(0xff,0x00,0x00,0x00)",1.000,0.486,0.327,0.418,44.709,0.486,0.327,0.418,44.709,-0.863,0.113,0.492,44.709
17,51,13,0.033,0.623,4.230,5.224,"D3DCOLOR_ARGB(0xff,0x6b,0x6b,0x6b)","D3DCOLOR_ARGB(0xff,0x00,0x00,0x00)",1.000,0.739,0.414,0.418,44.709,0.739,0.414,0.418,44.709,-0.569,0.263,-0.779,44.709
17,52,12,0.129,0.547,4.199,5.193,"D3DCOLOR_ARGB(0xff,0x6b,0x6b,0x6b)","D3DCOLOR_ARGB(0xff,0x00,0x00,0x00)",1.000,0.636,0.440,0.418,44.709,0.636,0.440,0.418,44.709,-0.958,0.138,-0.251,44.709
17,53,16,0.149,0.430,4.235,5.229,"D3DCOLOR_ARGB(0xff,0x6b,0x6b,0x6b)","D3DCOLOR_ARGB(0xff,0x00,0x00,0x00)",1.000,0.683,0.538,0.418,44.709,0.683,0.538,0.418,44.709,-0.875,0.382,-0.297,44.709
18,54,16,0.149,0.430,4.235,5.229,"D3DCOLOR_ARGB(0xff,0x6b,0x6b,0x6b)","D3DCOLOR_ARGB(0xff,0x00,0x00,0x00)",1.000,0.683,0.538,0.418,44.709,0.683,0.538,0.418,44.709,-0.875,0.382,-0.297,44.709
18,55,17,0.060,0.568,4.263,5.257,"D3DCOLOR_ARGB(0xff,0x8d,0x8d,0x8d)","D3DCOLOR_ARGB(0xff,0x00,0x00,0x00)",1.000,0.805,0.486,0.418,44.709,0.805,0.486,0.418,44.709,-0.470,0.570,-0.674,44.709
18,56,13,0.033,0.623,4.230,5.224,"D3DCOLOR_ARGB(0xff,0x6b,0x6b,0x6b)","D3DCOLOR_ARGB(0xff,0x00,0x00,0x00)",1.000,0.739,0.414,0.418,44.709,0.739,0.414,0.418,44.709,-0.569,0.263,-0.779,44.709
19,57,12,0.129,0.547,4.199,5.193,"D3DCOLOR_ARGB(0xff,0x6b,0x6b,0x6b)","D3DCOLOR_ARGB(0xff,0x00,0x00,0x00)",1.000,0.636,0.440,0.418,44.709,0.636,0.440,0.418,44.709,-0.958,0.138,-0.251,44.709
19,58,14,0.133,0.427,4.165,5.160,"D3DCOLOR_ARGB(0xff,0x6b,0x6b,0x6b)","D3DCOLOR_ARGB(0xff,0x00,0x00,0x00)",1.000,0.515,0.465,0.418,44.709,0.515,0.465,0.418,44.709,-0.906,0.148,0.395,44.709
19,59,18,0.186,0.309,4.196,5.190,"D3DCOLOR_ARGB(0xff,0x6b,0x6b,0x6b)","D3DCOLOR_ARGB(0xff,0x00,0x00,0x00)",1.000,0.567,0.575,0.418,44.709,0.567,0.575,0.418,44.709,-0.902,0.344,0.260,44.709
20,60,18,0.186,0.309,4.196,5.190,"D3DCOLOR_ARGB(0xff,0x6b,0x6b,0x6b)","D3DCOLOR_ARGB(0xff,0x00,0x00,0x00)",1.000,0.567,0.575,0.418,44.709,0.567,0.575,0.418,44.709,-0.902,0.344,0.260,44.709
20,61,16,0.149,0.430,4.235,5.229,"D3DCOLOR_ARGB(0xff,0x6b,0x6b,0x6b)","D3DCOLOR_ARGB(0xff,0x00,0x00,0x00)",1.000,0.683,0.538,0.418,44.709,0.683,0.538,0.418,44.709,-0.875,0.382,-0.297,44.709
20,62,12,0.129,0.547,4.199,5.193,"D3DCOLOR_ARGB(0xff,0x6b,0x6b,0x6b)","D3DCOLOR_ARGB(0xff,0x00,0x00,0x00)",1.000,0.636,0.440,0.418,44.709,0.636,0.440,0.418,44.709,-0.958,0.138,-0.251,44.709
21,63,14,0.133,0.427,4.165,5.160,"D3DCOLOR_ARGB(0xff,0x6b,0x6b,0x6b)","D3DCOLOR_ARGB(0xff,0x00,0x00,0x00)",1.000,0.515,0.465,0.418,44.709,0.515,0.465,0.418,44.709,-0.906,0.148,0.395,44.709
21,64,15,0.080,0.310,4.126,5.120,"D3DCOLOR_ARGB(0xff,0x6b,0x6b,0x6b)","D3DCOLOR_ARGB(0xff,0x00,0x00,0x00)",1.000,0.350,0.496,0.418,44.709,0.350,0.496,0.418,44.709,-0.694,0.043,0.719,44.709
21,65,19,0.126,0.160,4.156,5.150,"D3DCOLOR_ARGB(0xff,0x6b,0x6b,0x6b)","D3DCOLOR_ARGB(0xff,0x00,0x00,0x00)",1.000,0.383,0.626,0.418,44.709,0.383,0.626,0.418,44.709,-0.655,0.276,0.703,44.709
22,66,19,0.126,0.160,4.156,5.150,"D3DCOLOR_ARGB(0xff,0x6b,0x6b,0x6b)","D3DCOLOR_ARGB(0xff,0x00,0x00,0x00)",1.000,0.383,0.626,0.418,44.709,0.383,0.626,0.418,44.709,-0.655,0.276,0.703,44.709
22,67,18,0.186,0.309,4.196,5.190,"D3DCOLOR_ARGB(0xff,0x6b,0x6b,0x6b)","D3DCOLOR_ARGB(0xff,0x00,0x00,0x00)",1.000,0.567,0.575,0.418,44.709,0.567,0.575,0.418,44.709,-0.902,0.344,0.260,44.709
22,68,14,0.133,0.427,4.165,5.160,"D3DCOLOR_ARGB(0xff,0x6b,0x6b,0x6b)","D3DCOLOR_ARGB(0xff,0x00,0x00,0x00)",1.000,0.515,0.465,0.418,44.709,0.515,0.465,0.418,44.709,-0.906,0.148,0.395,44.709
23,69,20,-0.203,0.375,4.048,5.043,"D3DCOLOR_ARGB(0xff,0x9d,0x9d,0x9d)","D3DCOLOR_ARGB(0xff,0x27,0x27,0x27)",1.000,0.009,0.369,0.418,44.709,0.009,0.369,0.418,44.709,0.591,0.068,0.804,44.709
23,70,11,-0.098,0.401,4.040,5.035,"D3DCOLOR_ARGB(0xff,0x6b,0x6b,0x6b)","D3DCOLOR_ARGB(0xff,0x00,0x00,0x00)",1.000,0.096,0.355,0.418,44.709,0.096,0.355,0.418,44.709,0.072,0.030,0.997,44.709
23,71,9,-0.066,0.518,4.026,5.020,"D3DCOLOR_ARGB(0xff,0x76,0x76,0x76)","D3DCOLOR_ARGB(0xff,0x19,0x19,0x19)",1.000,0.139,0.272,0.418,44.709,0.139,0.272,0.418,44.709,-0.083,0.323,0.943,44.709
24,72,9,-0.066,0.518,4.026,5.020,"D3DCOLOR_ARGB(0xff,0x76,0x76,0x76)","D3DCOLOR_ARGB(0xff,0x19,0x19,0x19)",1.000,0.139,0.272,0.418,44.709,0.139,0.272,0.418,44.709,-0.083,0.323,0.943,44.709
24,73,21,-0.198,0.529,4.031,5.026,"D3DCOLOR_ARGB(0xff,0xd1,0xd1,0xd1)","D3DCOLOR_ARGB(0xff,0xcf,0xcf,0xcf)",1.000,0.014,0.233,0.418,44.709,0.014,0.233,0.418,44.709,0.511,0.560,0.652,44.709
24,74,20,-0.203,0.375,4.048,5.043,"D3DCOLOR_ARGB(0xff,0x9d,0x9d,0x9d)","D3DCOLOR_ARGB(0xff,0x27,0x27,0x27)",1.000,0.009,0.369,0.418,44.709,0.009,0.369,0.418,44.709,0.591,0.068,0.804,44.709
25,75,21,-0.198,0.529,4.031,5.026,"D3DCOLOR_ARGB(0xff,0xd1,0xd1,0xd1)","D3DCOLOR_ARGB(0xff,0xcf,0xcf,0xcf)",1.000,0.014,0.233,0.418,44.709,0.014,0.233,0.418,44.709,0.511,0.560,0.652,44.709
25,76,9,-0.066,0.518,4.026,5.020,"D3DCOLOR_ARGB(0xff,0x76,0x76,0x76)","D3DCOLOR_ARGB(0xff,0x19,0x19,0x19)",1.000,0.139,0.272,0.418,44.709,0.139,0.272,0.418,44.709,-0.083,0.323,0.943,44.709
25,77,7,-0.036,0.643,4.035,5.029,"D3DCOLOR_ARGB(0xff,0x99,0x99,0x99)","D3DCOLOR_ARGB(0xff,0x31,0x31,0x31)",1.000,0.224,0.203,0.418,44.709,0.224,0.203,0.418,44.709,-0.238,0.703,0.670,44.709
26,78,7,-0.036,0.643,4.035,5.029,"D3DCOLOR_ARGB(0xff,0x99,0x99,0x99)","D3DCOLOR_ARGB(0xff,0x31,0x31,0x31)",1.000,0.224,0.203,0.418,44.709,0.224,0.203,0.418,44.709,-0.238,0.703,0.670,44.709
26,79,22,-0.162,0.700,4.040,5.035,"D3DCOLOR_ARGB(0xff,0xeb,0xeb,0xeb)","D3DCOLOR_ARGB(0xff,0xd8,0xd8,0xd8)",1.000,0.159,0.082,0.418,44.709,0.159,0.082,0.418,44.709,0.308,0.896,0.320,44.709
26,80,21,-0.198,0.529,4.031,5.026,"D3DCOLOR_ARGB(0xff,0xd1,0xd1,0xd1)","D3DCOLOR_ARGB(0xff,0xcf,0xcf,0xcf)",1.000,0.014,0.233,0.418,44.709,0.014,0.233,0.418,44.709,0.511,0.560,0.652,44.709
27,81,22,-0.162,0.700,4.040,5.035,"D3DCOLOR_ARGB(0xff,0xeb,0xeb,0xeb)","D3DCOLOR_ARGB(0xff,0xd8,0xd8,0xd8)",1.000,0.159,0.082,0.418,44.709,0.159,0.082,0.418,44.709,0.308,0.896,0.320,44.709
27,82,7,-0.036,0.643,4.035,5.029,"D3DCOLOR_ARGB(0xff,0x99,0x99,0x99)","D3DCOLOR_ARGB(0xff,0x31,0x31,0x31)",1.000,0.224,0.203,0.418,44.709,0.224,0.203,0.418,44.709,-0.238,0.703,0.670,44.709
27,83,8,0.035,0.817,4.084,5.078,"D3DCOLOR_ARGB(0xff,0xa2,0xa2,0xa2)","D3DCOLOR_ARGB(0xff,0x14,0x14,0x14)",1.000,0.431,0.140,0.418,44.709,0.431,0.140,0.418,44.709,-0.398,0.854,0.334,44.709
28,84,8,0.035,0.817,4.084,5.078,"D3DCOLOR_ARGB(0xff,0xa2,0xa2,0xa2)","D3DCOLOR_ARGB(0xff,0x14,0x14,0x14)",1.000,0.431,0.140,0.418,44.709,0.431,0.140,0.418,44.709,-0.398,0.854,0.334,44.709
28,85,23,-0.079,0.889,4.091,5.085,"D3DCOLOR_ARGB(0xff,0xdd,0xdd,0xdd)","D3DCOLOR_ARGB(0xff,0x1d,0x1d,0x1d)",1.000,0.416,0.025,0.418,44.709,0.416,0.025,0.418,44.709,-0.042,0.986,-0.160,44.709
28,86,22,-0.162,0.700,4.040,5.035,"D3DCOLOR_ARGB(0xff,0xeb,0xeb,0xeb)","D3DCOLOR_ARGB(0xff,0xd8,0xd8,0xd8)",1.000,0.159,0.082,0.418,44.709,0.159,0.082,0.418,44.709,0.308,0.896,0.320,44.709
29,87,23,-0.079,0.889,4.091,5.085,"D3DCOLOR_ARGB(0xff,0xdd,0xdd,0xdd)","D3DCOLOR_ARGB(0xff,0x1d,0x1d,0x1d)",1.000,0.416,0.025,0.418,44.709,0.416,0.025,0.418,44.709,-0.042,0.986,-0.160,44.709
29,88,8,0.035,0.817,4.084,5.078,"D3DCOLOR_ARGB(0xff,0xa2,0xa2,0xa2)","D3DCOLOR_ARGB(0xff,0x14,0x14,0x14)",1.000,0.431,0.140,0.418,44.709,0.431,0.140,0.418,44.709,-0.398,0.854,0.334,44.709
29,89,0,0.101,0.829,4.130,5.124,"D3DCOLOR_ARGB(0xff,0x74,0x74,0x74)","D3DCOLOR_ARGB(0xff,0x00,0x00,0x00)",1.000,0.576,0.184,0.418,44.709,0.576,0.184,0.418,44.709,-0.732,0.669,-0.131,44.709
30,90,0,0.101,0.829,4.130,5.124,"D3DCOLOR_ARGB(0xff,0x74,0x74,0x74)","D3DCOLOR_ARGB(0xff,0x00,0x00,0x00)",1.000,0.576,0.184,0.418,44.709,0.576,0.184,0.418,44.709,-0.732,0.669,-0.131,44.709
30,91,24,-0.002,0.913,4.158,5.152,"D3DCOLOR_ARGB(0xff,0xa7,0xa7,0xa7)","D3DCOLOR_ARGB(0xff,0x00,0x00,0x00)",1.000,0.647,0.106,0.418,44.709,0.647,0.106,0.418,44.709,-0.379,0.733,-0.565,44.709
30,92,23,-0.079,0.889,4.091,5.085,"D3DCOLOR_ARGB(0xff,0xdd,0xdd,0xdd)","D3DCOLOR_ARGB(0xff,0x1d,0x1d,0x1d)",1.000,0.416,0.025,0.418,44.709,0.416,0.025,0.418,44.709,-0.042,0.986,-0.160,44.709
31,93,2,0.034,0.797,4.207,5.201,"D3DCOLOR_ARGB(0xff,0x6b,0x6b,0x6b)","D3DCOLOR_ARGB(0xff,0x00,0x00,0x00)",1.000,0.745,0.283,0.418,44.709,0.745,0.283,0.418,44.709,-0.586,0.168,-0.793,44.709
31,94,24,-0.002,0.913,4.158,5.152,"D3DCOLOR_ARGB(0xff,0xa7,0xa7,0xa7)","D3DCOLOR_ARGB(0xff,0x00,0x00,0x00)",1.000,0.647,0.106,0.418,44.709,0.647,0.106,0.418,44.709,-0.379,0.733,-0.565,44.709
31,95,0,0.101,0.829,4.130,5.124,"D3DCOLOR_ARGB(0xff,0x74,0x74,0x74)","D3DCOLOR_ARGB(0xff,0x00,0x00,0x00)",1.000,0.576,0.184,0.418,44.709,0.576,0.184,0.418,44.709,-0.732,0.669,-0.131,44.709
