Prim,VTX,IDX,Position[0],Position[1],Position[2],Position[3],Diffuse,Specular,Fog,TexCoord0[0],TexCoord0[1],TexCoord0[2],TexCoord0[3],TexCoord1[0],TexCoord1[1],TexCoord1[2],TexCoord1[3],TexCoord2[0],TexCoord2[1],TexCoord2[2],TexCoord2[3]
30,90,32,0.320,-2.726,4.657,5.650,"D3DCOLOR_ARGB(0xff,0x6b,0x6b,0x6b)","D3DCOLOR_ARGB(0xff,0x00,0x00,0x00)",1.000,0.759,0.749,0.418,44.709,0.759,0.749,0.418,44.709,-0.625,-0.301,-0.720,44.709
30,91,42,0.422,-2.786,4.606,5.600,"D3DCOLOR_ARGB(0xff,0x6b,0x6b,0x6b)","D3DCOLOR_ARGB(0xff,0x00,0x00,0x00)",1.000,0.695,0.743,0.418,44.709,0.695,0.743,0.418,44.709,-0.979,-0.172,0.114,44.709
30,92,33,0.317,-2.957,4.675,5.669,"D3DCOLOR_ARGB(0xff,0x6b,0x6b,0x6b)","D3DCOLOR_ARGB(0xff,0x00,0x00,0x00)",1.000,0.763,0.824,0.418,44.709,0.763,0.824,0.418,44.709,-0.691,-0.277,-0.668,44.709
31,93,45,0.301,-1.368,4.611,5.604,"D3DCOLOR_ARGB(0xff,0x6b,0x6b,0x6b)","D3DCOLOR_ARGB(0xff,0x00,0x00,0x00)",1.000,0.907,0.199,0.418,44.709,0.907,0.199,0.418,44.709,-0.691,-0.253,-0.677,44.709
31,94,37,0.361,-1.455,4.577,5.570,"D3DCOLOR_ARGB(0xff,0x6b,0x6b,0x6b)","D3DCOLOR_ARGB(0xff,0x00,0x00,0x00)",1.000,0.824,0.200,0.418,44.709,0.824,0.200,0.418,44.709,-0.886,-0.111,-0.451,44.709
31,95,24,0.161,-1.641,4.624,5.618,"D3DCOLOR_ARGB(0xff,0x6b,0x6b,0x6b)","D3DCOLOR_ARGB(0xff,0x00,0x00,0x00)",1.000,0.910,0.294,0.418,44.709,0.910,0.294,0.418,44.709,0.022,-0.519,-0.855,44.709
32,96,24,0.161,-1.641,4.624,5.618,"D3DCOLOR_ARGB(0xff,0x6b,0x6b,0x6b)","D3DCOLOR_ARGB(0xff,0x00,0x00,0x00)",1.000,0.910,0.294,0.418,44.709,0.910,0.294,0.418,44.709,0.022,-0.519,-0.855,44.709
32,97,30,0.140,-1.384,4.634,5.627,"D3DCOLOR_ARGB(0xff,0x6b,0x6b,0x6b)","D3DCOLOR_ARGB(0xff,0x00,0x00,0x00)",1.000,0.990,0.235,0.418,44.709,0.990,0.235,0.418,44.709,-0.564,-0.458,-0.687,44.709
32,98,45,0.301,-1.368,4.611,5.604,"D3DCOLOR_ARGB(0xff,0x6b,0x6b,0x6b)","D3DCOLOR_ARGB(0xff,0x00,0x00,0x00)",1.000,0.907,0.199,0.418,44.709,0.907,0.199,0.418,44.709,-0.691,-0.253,-0.677,44.709
33,99,42,0.422,-2.786,4.606,5.600,"D3DCOLOR_ARGB(0xff,0x6b,0x6b,0x6b)","D3DCOLOR_ARGB(0xff,0x00,0x00,0x00)",1.000,0.695,0.743,0.418,44.709,0.695,0.743,0.418,44.709,-0.979,-0.172,0.114,44.709
33,100,46,0.408,-2.396,4.519,5.513,"D3DCOLOR_ARGB(0xff,0x6b,0x6b,0x6b)","D3DCOLOR_ARGB(0xff,0x00,0x00,0x00)",1.000,0.672,0.553,0.418,44.709,0.672,0.553,0.418,44.709,-0.765,0.067,0.640,44.709
33,101,47,0.385,-2.821,4.557,5.550,"D3DCOLOR_ARGB(0xff,0x6b,0x6b,0x6b)","D3DCOLOR_ARGB(0xff,0x00,0x00,0x00)",1.000,0.659,0.736,0.418,44.709,0.659,0.736,0.418,44.709,-0.698,-0.037,0.715,44.709
34,102,48,0.353,-2.181,4.636,5.629,"D3DCOLOR_ARGB(0xff,0x6b,0x6b,0x6b)","D3DCOLOR_ARGB(0xff,0x00,0x00,0x00)",1.000,0.786,0.517,0.418,44.709,0.786,0.517,0.418,44.709,-0.704,-0.330,-0.629,44.709
34,103,49,0.454,-2.290,4.576,5.570,"D3DCOLOR_ARGB(0xff,0x6b,0x6b,0x6b)","D3DCOLOR_ARGB(0xff,0x00,0x00,0x00)",1.000,0.714,0.530,0.418,44.709,0.714,0.530,0.418,44.709,-0.992,-0.124,0.018,44.709
34,104,32,0.320,-2.726,4.657,5.650,"D3DCOLOR_ARGB(0xff,0x6b,0x6b,0x6b)","D3DCOLOR_ARGB(0xff,0x00,0x00,0x00)",1.000,0.759,0.749,0.418,44.709,0.759,0.749,0.418,44.709,-0.625,-0.301,-0.720,44.709
35,105,48,0.353,-2.181,4.636,5.629,"D3DCOLOR_ARGB(0xff,0x6b,0x6b,0x6b)","D3DCOLOR_ARGB(0xff,0x00,0x00,0x00)",1.000,0.786,0.517,0.418,44.709,0.786,0.517,0.418,44.709,-0.704,-0.330,-0.629,44.709
35,106,31,0.156,-2.173,4.651,5.645,"D3DCOLOR_ARGB(0xff,0x6b,0x6b,0x6b)","D3DCOLOR_ARGB(0xff,0x00,0x00,0x00)",1.000,0.866,0.533,0.418,44.709,0.866,0.533,0.418,44.709,0.156,-0.412,-0.898,44.709
35,107,40,0.168,-1.782,4.653,5.646,"D3DCOLOR_ARGB(0xff,0x6c,0x6c,0x6c)","D3DCOLOR_ARGB(0xff,0x00,0x00,0x00)",1.000,0.893,0.365,0.418,44.709,0.893,0.365,0.418,44.709,0.096,-0.231,-0.968,44.709
36,108,48,0.353,-2.181,4.636,5.629,"D3DCOLOR_ARGB(0xff,0x6b,0x6b,0x6b)","D3DCOLOR_ARGB(0xff,0x00,0x00,0x00)",1.000,0.786,0.517,0.418,44.709,0.786,0.517,0.418,44.709,-0.704,-0.330,-0.629,44.709
36,109,32,0.320,-2.726,4.657,5.650,"D3DCOLOR_ARGB(0xff,0x6b,0x6b,0x6b)","D3DCOLOR_ARGB(0xff,0x00,0x00,0x00)",1.000,0.759,0.749,0.418,44.709,0.759,0.749,0.418,44.709,-0.625,-0.301,-0.720,44.709
36,110,31,0.156,-2.173,4.651,5.645,"D3DCOLOR_ARGB(0xff,0x6b,0x6b,0x6b)","D3DCOLOR_ARGB(0xff,0x00,0x00,0x00)",1.000,0.866,0.533,0.418,44.709,0.866,0.533,0.418,44.709,0.156,-0.412,-0.898,44.709
37,111,31,0.156,-2.173,4.651,5.645,"D3DCOLOR_ARGB(0xff,0x6b,0x6b,0x6b)","D3DCOLOR_ARGB(0xff,0x00,0x00,0x00)",1.000,0.866,0.533,0.418,44.709,0.866,0.533,0.418,44.709,0.156,-0.412,-0.898,44.709
37,112,27,0.150,-2.755,4.660,5.654,"D3DCOLOR_ARGB(0xff,0x6b,0x6b,0x6b)","D3DCOLOR_ARGB(0xff,0x00,0x00,0x00)",1.000,0.824,0.763,0.418,44.709,0.824,0.763,0.418,44.709,0.043,-0.290,-0.956,44.709
37,113,26,0.031,-2.810,4.624,5.617,"D3DCOLOR_ARGB(0xff,0x9e,0x9e,0x9e)","D3DCOLOR_ARGB(0xff,0x00,0x00,0x00)",1.000,0.887,0.785,0.418,44.709,0.887,0.785,0.418,44.709,0.738,-0.284,-0.612,44.709
38,114,50,0.009,-2.393,4.589,5.582,"D3DCOLOR_ARGB(0xff,0xae,0xae,0xae)","D3DCOLOR_ARGB(0xff,0x00,0x00,0x00)",1.000,0.924,0.608,0.418,44.709,0.924,0.608,0.418,44.709,0.860,-0.219,-0.460,44.709
38,115,31,0.156,-2.173,4.651,5.645,"D3DCOLOR_ARGB(0xff,0x6b,0x6b,0x6b)","D3DCOLOR_ARGB(0xff,0x00,0x00,0x00)",1.000,0.866,0.533,0.418,44.709,0.866,0.533,0.418,44.709,0.156,-0.412,-0.898,44.709
38,116,26,0.031,-2.810,4.624,5.617,"D3DCOLOR_ARGB(0xff,0x9e,0x9e,0x9e)","D3DCOLOR_ARGB(0xff,0x00,0x00,0x00)",1.000,0.887,0.785,0.418,44.709,0.887,0.785,0.418,44.709,0.738,-0.284,-0.612,44.709
39,117,20,0.408,-2.396,4.519,5.513,"D3DCOLOR_ARGB(0xff,0x6b,0x6b,0x6b)","D3DCOLOR_ARGB(0xff,0x00,0x00,0x00)",1.000,0.375,0.548,0.418,44.709,0.375,0.548,0.418,44.709,-0.765,0.067,0.640,44.709
39,118,15,0.218,-2.381,4.423,5.417,"D3DCOLOR_ARGB(0xff,0x6b,0x6b,0x6b)","D3DCOLOR_ARGB(0xff,0x00,0x00,0x00)",1.000,0.455,0.526,0.418,44.709,0.455,0.526,0.418,44.709,-0.033,0.158,0.987,44.709
39,119,7,0.219,-2.848,4.488,5.481,"D3DCOLOR_ARGB(0xff,0x6b,0x6b,0x6b)","D3DCOLOR_ARGB(0xff,0x00,0x00,0x00)",1.000,0.449,0.747,0.418,44.709,0.449,0.747,0.418,44.709,-0.062,-0.016,0.998,44.709
40,120,51,-0.123,-1.260,4.365,5.359,"D3DCOLOR_ARGB(0xff,0xb3,0xb3,0xb3)","D3DCOLOR_ARGB(0xff,0x4f,0x4f,0x4f)",1.000,0.681,0.026,0.418,44.709,0.681,0.026,0.418,44.709,0.570,0.275,0.775,44.709
40,121,52,-0.171,-1.609,4.397,5.391,"D3DCOLOR_ARGB(0xff,0xb0,0xb0,0xb0)","D3DCOLOR_ARGB(0xff,0x3c,0x3c,0x3c)",1.000,0.681,0.187,0.418,44.709,0.681,0.187,0.418,44.709,0.606,0.214,0.766,44.709
40,122,53,0.017,-1.265,4.343,5.336,"D3DCOLOR_ARGB(0xff,0xa8,0xa8,0xa8)","D3DCOLOR_ARGB(0xff,0x45,0x45,0x45)",1.000,0.597,0.011,0.418,44.709,0.597,0.011,0.418,44.709,0.463,0.274,0.843,44.709
41,123,22,-0.021,-1.869,4.410,5.404,"D3DCOLOR_ARGB(0xff,0xa9,0xa9,0xa9)","D3DCOLOR_ARGB(0xff,0x2b,0x2b,0x2b)",1.000,0.598,0.296,0.418,44.709,0.598,0.296,0.418,44.709,0.605,0.153,0.781,44.709
41,124,54,-0.007,-1.614,4.379,5.373,"D3DCOLOR_ARGB(0xff,0x99,0x99,0x99)","D3DCOLOR_ARGB(0xff,0x2a,0x2a,0x2a)",1.000,0.598,0.165,0.418,44.709,0.598,0.165,0.418,44.709,0.408,0.199,0.891,44.709
41,125,14,-0.184,-1.820,4.432,5.426,"D3DCOLOR_ARGB(0xff,0x7a,0x7a,0x7a)","D3DCOLOR_ARGB(0xff,0x02,0x02,0x02)",1.000,0.681,0.289,0.418,44.709,0.681,0.289,0.418,44.709,0.609,-0.256,0.750,44.709
42,126,53,0.017,-1.265,4.343,5.336,"D3DCOLOR_ARGB(0xff,0xa8,0xa8,0xa8)","D3DCOLOR_ARGB(0xff,0x45,0x45,0x45)",1.000,0.597,0.011,0.418,44.709,0.597,0.011,0.418,44.709,0.463,0.274,0.843,44.709
42,127,54,-0.007,-1.614,4.379,5.373,"D3DCOLOR_ARGB(0xff,0x99,0x99,0x99)","D3DCOLOR_ARGB(0xff,0x2a,0x2a,0x2a)",1.000,0.598,0.165,0.418,44.709,0.598,0.165,0.418,44.709,0.408,0.199,0.891,44.709
42,128,55,0.153,-1.323,4.333,5.326,"D3DCOLOR_ARGB(0xff,0x7e,0x7e,0x7e)","D3DCOLOR_ARGB(0xff,0x18,0x18,0x18)",1.000,0.517,0.025,0.418,44.709,0.517,0.025,0.418,44.709,0.083,0.253,0.964,44.709
43,129,18,0.204,-1.764,4.384,5.378,"D3DCOLOR_ARGB(0xff,0x75,0x75,0x75)","D3DCOLOR_ARGB(0xff,0x10,0x10,0x10)",1.000,0.476,0.220,0.418,44.709,0.476,0.220,0.418,44.709,-0.053,0.290,0.956,44.709
43,130,56,0.179,-1.597,4.367,5.361,"D3DCOLOR_ARGB(0xff,0x6c,0x6c,0x6c)","D3DCOLOR_ARGB(0xff,0x0b,0x0b,0x0b)",1.000,0.491,0.145,0.418,44.709,0.491,0.145,0.418,44.709,-0.091,0.247,0.965,44.709
43,131,22,-0.021,-1.869,4.410,5.404,"D3DCOLOR_ARGB(0xff,0xa9,0xa9,0xa9)","D3DCOLOR_ARGB(0xff,0x2b,0x2b,0x2b)",1.000,0.598,0.296,0.418,44.709,0.598,0.296,0.418,44.709,0.605,0.153,0.781,44.709
44,132,57,0.402,-1.309,4.514,5.508,"D3DCOLOR_ARGB(0xff,0x6b,0x6b,0x6b)","D3DCOLOR_ARGB(0xff,0x00,0x00,0x00)",1.000,0.803,0.118,0.418,44.709,0.803,0.118,0.418,44.709,-0.956,0.253,-0.146,44.709
44,133,37,0.361,-1.455,4.577,5.570,"D3DCOLOR_ARGB(0xff,0x6b,0x6b,0x6b)","D3DCOLOR_ARGB(0xff,0x00,0x00,0x00)",1.000,0.824,0.200,0.418,44.709,0.824,0.200,0.418,44.709,-0.886,-0.111,-0.451,44.709
44,134,58,0.286,-1.177,4.581,5.574,"D3DCOLOR_ARGB(0xff,0x6b,0x6b,0x6b)","D3DCOLOR_ARGB(0xff,0x00,0x00,0x00)",1.000,0.898,0.108,0.418,44.709,0.898,0.108,0.418,44.709,-0.770,0.213,-0.601,44.709
45,135,45,0.301,-1.368,4.611,5.604,"D3DCOLOR_ARGB(0xff,0x6b,0x6b,0x6b)","D3DCOLOR_ARGB(0xff,0x00,0x00,0x00)",1.000,0.907,0.199,0.418,44.709,0.907,0.199,0.418,44.709,-0.691,-0.253,-0.677,44.709
45,136,58,0.286,-1.177,4.581,5.574,"D3DCOLOR_ARGB(0xff,0x6b,0x6b,0x6b)","D3DCOLOR_ARGB(0xff,0x00,0x00,0x00)",1.000,0.898,0.108,0.418,44.709,0.898,0.108,0.418,44.709,-0.770,0.213,-0.601,44.709
45,137,37,0.361,-1.455,4.577,5.570,"D3DCOLOR_ARGB(0xff,0x6b,0x6b,0x6b)","D3DCOLOR_ARGB(0xff,0x00,0x00,0x00)",1.000,0.824,0.200,0.418,44.709,0.824,0.200,0.418,44.709,-0.886,-0.111,-0.451,44.709
46,138,58,0.286,-1.177,4.581,5.574,"D3DCOLOR_ARGB(0xff,0x6b,0x6b,0x6b)","D3DCOLOR_ARGB(0xff,0x00,0x00,0x00)",1.000,0.898,0.108,0.418,44.709,0.898,0.108,0.418,44.709,-0.770,0.213,-0.601,44.709
46,139,45,0.301,-1.368,4.611,5.604,"D3DCOLOR_ARGB(0xff,0x6b,0x6b,0x6b)","D3DCOLOR_ARGB(0xff,0x00,0x00,0x00)",1.000,0.907,0.199,0.418,44.709,0.907,0.199,0.418,44.709,-0.691,-0.253,-0.677,44.709
46,140,59,0.140,-1.150,4.591,5.585,"D3DCOLOR_ARGB(0xff,0x6b,0x6b,0x6b)","D3DCOLOR_ARGB(0xff,0x00,0x00,0x00)",1.000,0.990,0.121,0.418,44.709,0.990,0.121,0.418,44.709,-0.630,0.054,-0.775,44.709
47,141,30,0.140,-1.384,4.634,5.627,"D3DCOLOR_ARGB(0xff,0x6b,0x6b,0x6b)","D3DCOLOR_ARGB(0xff,0x00,0x00,0x00)",1.000,0.990,0.235,0.418,44.709,0.990,0.235,0.418,44.709,-0.564,-0.458,-0.687,44.709
47,142,59,0.140,-1.150,4.591,5.585,"D3DCOLOR_ARGB(0xff,0x6b,0x6b,0x6b)","D3DCOLOR_ARGB(0xff,0x00,0x00,0x00)",1.000,0.990,0.121,0.418,44.709,0.990,0.121,0.418,44.709,-0.630,0.054,-0.775,44.709
47,143,45,0.301,-1.368,4.611,5.604,"D3DCOLOR_ARGB(0xff,0x6b,0x6b,0x6b)","D3DCOLOR_ARGB(0xff,0x00,0x00,0x00)",1.000,0.907,0.199,0.418,44.709,0.907,0.199,0.418,44.709,-0.691,-0.253,-0.677,44.709
48,144,60,0.218,-1.003,4.509,5.502,"D3DCOLOR_ARGB(0xff,0x6b,0x6b,0x6b)","D3DCOLOR_ARGB(0xff,0x00,0x00,0x00)",1.000,0.914,0.018,0.418,44.709,0.914,0.018,0.418,44.709,-0.772,0.455,-0.444,44.709
48,145,58,0.286,-1.177,4.581,5.574,"D3DCOLOR_ARGB(0xff,0x6b,0x6b,0x6b)","D3DCOLOR_ARGB(0xff,0x00,0x00,0x00)",1.000,0.898,0.108,0.418,44.709,0.898,0.108,0.418,44.709,-0.770,0.213,-0.601,44.709
48,146,61,0.116,-0.935,4.537,5.530,"D3DCOLOR_ARGB(0xff,0x70,0x70,0x70)","D3DCOLOR_ARGB(0xff,0x00,0x00,0x00)",1.000,0.990,0.011,0.418,44.709,0.990,0.011,0.418,44.709,-0.560,0.384,-0.735,44.709
49,147,59,0.140,-1.150,4.591,5.585,"D3DCOLOR_ARGB(0xff,0x6b,0x6b,0x6b)","D3DCOLOR_ARGB(0xff,0x00,0x00,0x00)",1.000,0.990,0.121,0.418,44.709,0.990,0.121,0.418,44.709,-0.630,0.054,-0.775,44.709
49,148,61,0.116,-0.935,4.537,5.530,"D3DCOLOR_ARGB(0xff,0x70,0x70,0x70)","D3DCOLOR_ARGB(0xff,0x00,0x00,0x00)",1.000,0.990,0.011,0.418,44.709,0.990,0.011,0.418,44.709,-0.560,0.384,-0.735,44.709
49,149,58,0.286,-1.177,4.581,5.574,"D3DCOLOR_ARGB(0xff,0x6b,0x6b,0x6b)","D3DCOLOR_ARGB(0xff,0x00,0x00,0x00)",1.000,0.898,0.108,0.418,44.709,0.898,0.108,0.418,44.709,-0.770,0.213,-0.601,44.709
50,150,37,0.361,-1.455,4.577,5.570,"D3DCOLOR_ARGB(0xff,0x6b,0x6b,0x6b)","D3DCOLOR_ARGB(0xff,0x00,0x00,0x00)",1.000,0.824,0.200,0.418,44.709,0.824,0.200,0.418,44.709,-0.886,-0.111,-0.451,44.709
50,151,57,0.402,-1.309,4.514,5.508,"D3DCOLOR_ARGB(0xff,0x6b,0x6b,0x6b)","D3DCOLOR_ARGB(0xff,0x00,0x00,0x00)",1.000,0.803,0.118,0.418,44.709,0.803,0.118,0.418,44.709,-0.956,0.253,-0.146,44.709
50,152,38,0.447,-1.572,4.514,5.507,"D3DCOLOR_ARGB(0xff,0x6b,0x6b,0x6b)","D3DCOLOR_ARGB(0xff,0x00,0x00,0x00)",1.000,0.756,0.219,0.418,44.709,0.756,0.219,0.418,44.709,-0.988,0.153,-0.018,44.709
51,153,25,-0.005,-1.839,4.548,5.541,"D3DCOLOR_ARGB(0xff,0x7d,0x7d,0x7d)","D3DCOLOR_ARGB(0xff,0x00,0x00,0x00)",1.000,0.968,0.363,0.418,44.709,0.968,0.363,0.418,44.709,0.689,-0.506,-0.519,44.709
51,154,24,0.161,-1.641,4.624,5.618,"D3DCOLOR_ARGB(0xff,0x6b,0x6b,0x6b)","D3DCOLOR_ARGB(0xff,0x00,0x00,0x00)",1.000,0.910,0.294,0.418,44.709,0.910,0.294,0.418,44.709,0.022,-0.519,-0.855,44.709
51,155,41,-0.011,-1.968,4.568,5.561,"D3DCOLOR_ARGB(0xff,0xb8,0xb8,0xb8)","D3DCOLOR_ARGB(0xff,0x00,0x00,0x00)",1.000,0.969,0.425,0.418,44.709,0.969,0.425,0.418,44.709,0.781,-0.092,-0.617,44.709
52,156,1,-0.005,-1.839,4.548,5.541,"D3DCOLOR_ARGB(0xff,0x7d,0x7d,0x7d)","D3DCOLOR_ARGB(0xff,0x00,0x00,0x00)",1.000,0.660,0.356,0.418,44.709,0.660,0.356,0.418,44.709,0.689,-0.506,-0.519,44.709
52,157,13,-0.086,-1.901,4.470,5.464,"D3DCOLOR_ARGB(0xff,0x86,0x86,0x86)","D3DCOLOR_ARGB(0xff,0x00,0x00,0x00)",1.000,0.658,0.343,0.418,44.709,0.658,0.343,0.418,44.709,0.868,-0.461,0.183,44.709
52,158,2,-0.149,-1.898,4.476,5.470,"D3DCOLOR_ARGB(0xff,0x6b,0x6b,0x6b)","D3DCOLOR_ARGB(0xff,0x00,0x00,0x00)",1.000,0.681,0.343,0.418,44.709,0.681,0.343,0.418,44.709,0.269,-0.899,0.345,44.709
53,159,1,-0.005,-1.839,4.548,5.541,"D3DCOLOR_ARGB(0xff,0x7d,0x7d,0x7d)","D3DCOLOR_ARGB(0xff,0x00,0x00,0x00)",1.000,0.660,0.356,0.418,44.709,0.660,0.356,0.418,44.709,0.689,-0.506,-0.519,44.709
53,160,62,-0.011,-1.968,4.568,5.561,"D3DCOLOR_ARGB(0xff,0xb8,0xb8,0xb8)","D3DCOLOR_ARGB(0xff,0x00,0x00,0x00)",1.000,0.660,0.418,0.418,44.709,0.660,0.418,0.418,44.709,0.781,-0.092,-0.617,44.709
53,161,13,-0.086,-1.901,4.470,5.464,"D3DCOLOR_ARGB(0xff,0x86,0x86,0x86)","D3DCOLOR_ARGB(0xff,0x00,0x00,0x00)",1.000,0.658,0.343,0.418,44.709,0.658,0.343,0.418,44.709,0.868,-0.461,0.183,44.709
54,162,13,-0.086,-1.901,4.470,5.464,"D3DCOLOR_ARGB(0xff,0x86,0x86,0x86)","D3DCOLOR_ARGB(0xff,0x00,0x00,0x00)",1.000,0.658,0.343,0.418,44.709,0.658,0.343,0.418,44.709,0.868,-0.461,0.183,44.709
54,163,4,-0.091,-2.057,4.472,5.466,"D3DCOLOR_ARGB(0xff,0xca,0xca,0xca)","D3DCOLOR_ARGB(0xff,0x03,0x03,0x03)",1.000,0.647,0.407,0.418,44.709,0.647,0.407,0.418,44.709,0.997,-0.033,-0.068,44.709
54,164,22,-0.021,-1.869,4.410,5.404,"D3DCOLOR_ARGB(0xff,0xa9,0xa9,0xa9)","D3DCOLOR_ARGB(0xff,0x2b,0x2b,0x2b)",1.000,0.598,0.296,0.418,44.709,0.598,0.296,0.418,44.709,0.605,0.153,0.781,44.709
55,165,16,0.219,-1.957,4.393,5.387,"D3DCOLOR_ARGB(0xff,0x73,0x73,0x73)","D3DCOLOR_ARGB(0xff,0x0e,0x0e,0x0e)",1.000,0.469,0.311,0.418,44.709,0.469,0.311,0.418,44.709,-0.073,0.287,0.955,44.709
55,166,22,-0.021,-1.869,4.410,5.404,"D3DCOLOR_ARGB(0xff,0xa9,0xa9,0xa9)","D3DCOLOR_ARGB(0xff,0x2b,0x2b,0x2b)",1.000,0.598,0.296,0.418,44.709,0.598,0.296,0.418,44.709,0.605,0.153,0.781,44.709
55,167,63,-0.035,-2.026,4.422,5.416,"D3DCOLOR_ARGB(0xff,0xb3,0xb3,0xb3)","D3DCOLOR_ARGB(0xff,0x31,0x31,0x31)",1.000,0.583,0.362,0.418,44.709,0.583,0.362,0.418,44.709,0.677,0.169,0.717,44.709
56,168,16,0.219,-1.957,4.393,5.387,"D3DCOLOR_ARGB(0xff,0x73,0x73,0x73)","D3DCOLOR_ARGB(0xff,0x0e,0x0e,0x0e)",1.000,0.469,0.311,0.418,44.709,0.469,0.311,0.418,44.709,-0.073,0.287,0.955,44.709
56,169,18,0.204,-1.764,4.384,5.378,"D3DCOLOR_ARGB(0xff,0x75,0x75,0x75)","D3DCOLOR_ARGB(0xff,0x10,0x10,0x10)",1.000,0.476,0.220,0.418,44.709,0.476,0.220,0.418,44.709,-0.053,0.290,0.956,44.709
56,170,22,-0.021,-1.869,4.410,5.404,"D3DCOLOR_ARGB(0xff,0xa9,0xa9,0xa9)","D3DCOLOR_ARGB(0xff,0x2b,0x2b,0x2b)",1.000,0.598,0.296,0.418,44.709,0.598,0.296,0.418,44.709,0.605,0.153,0.781,44.709
57,171,64,0.320,-1.226,4.383,5.377,"D3DCOLOR_ARGB(0xff,0x6b,0x6b,0x6b)","D3DCOLOR_ARGB(0xff,0x00,0x00,0x00)",1.000,0.457,0.014,0.418,44.709,0.457,0.014,0.418,44.709,-0.664,0.250,0.705,44.709
57,172,55,0.153,-1.323,4.333,5.326,"D3DCOLOR_ARGB(0xff,0x7e,0x7e,0x7e)","D3DCOLOR_ARGB(0xff,0x18,0x18,0x18)",1.000,0.517,0.025,0.418,44.709,0.517,0.025,0.418,44.709,0.083,0.253,0.964,44.709
57,173,56,0.179,-1.597,4.367,5.361,"D3DCOLOR_ARGB(0xff,0x6c,0x6c,0x6c)","D3DCOLOR_ARGB(0xff,0x0b,0x0b,0x0b)",1.000,0.491,0.145,0.418,44.709,0.491,0.145,0.418,44.709,-0.091,0.247,0.965,44.709
58,174,18,0.204,-1.764,4.384,5.378,"D3DCOLOR_ARGB(0xff,0x75,0x75,0x75)","D3DCOLOR_ARGB(0xff,0x10,0x10,0x10)",1.000,0.476,0.220,0.418,44.709,0.476,0.220,0.418,44.709,-0.053,0.290,0.956,44.709
58,175,17,0.383,-1.629,4.434,5.427,"D3DCOLOR_ARGB(0xff,0x6b,0x6b,0x6b)","D3DCOLOR_ARGB(0xff,0x00,0x00,0x00)",1.000,0.414,0.189,0.418,44.709,0.414,0.189,0.418,44.709,-0.751,0.287,0.595,44.709
58,176,56,0.179,-1.597,4.367,5.361,"D3DCOLOR_ARGB(0xff,0x6c,0x6c,0x6c)","D3DCOLOR_ARGB(0xff,0x0b,0x0b,0x0b)",1.000,0.491,0.145,0.418,44.709,0.491,0.145,0.418,44.709,-0.091,0.247,0.965,44.709
59,177,65,0.343,-1.089,4.456,5.449,"D3DCOLOR_ARGB(0xff,0x6b,0x6b,0x6b)","D3DCOLOR_ARGB(0xff,0x00,0x00,0x00)",1.000,0.826,0.017,0.418,44.709,0.826,0.017,0.418,44.709,-0.956,0.291,0.044,44.709
59,178,66,0.320,-1.226,4.383,5.377,"D3DCOLOR_ARGB(0xff,0x6b,0x6b,0x6b)","D3DCOLOR_ARGB(0xff,0x00,0x00,0x00)",1.000,0.754,0.026,0.418,44.709,0.754,0.026,0.418,44.709,-0.664,0.250,0.705,44.709
59,179,35,0.383,-1.629,4.434,5.427,"D3DCOLOR_ARGB(0xff,0x6b,0x6b,0x6b)","D3DCOLOR_ARGB(0xff,0x00,0x00,0x00)",1.000,0.712,0.199,0.418,44.709,0.712,0.199,0.418,44.709,-0.751,0.287,0.595,44.709
60,180,35,0.383,-1.629,4.434,5.427,"D3DCOLOR_ARGB(0xff,0x6b,0x6b,0x6b)","D3DCOLOR_ARGB(0xff,0x00,0x00,0x00)",1.000,0.712,0.199,0.418,44.709,0.712,0.199,0.418,44.709,-0.751,0.287,0.595,44.709
60,181,57,0.402,-1.309,4.514,5.508,"D3DCOLOR_ARGB(0xff,0x6b,0x6b,0x6b)","D3DCOLOR_ARGB(0xff,0x00,0x00,0x00)",1.000,0.803,0.118,0.418,44.709,0.803,0.118,0.418,44.709,-0.956,0.253,-0.146,44.709
60,182,65,0.343,-1.089,4.456,5.449,"D3DCOLOR_ARGB(0xff,0x6b,0x6b,0x6b)","D3DCOLOR_ARGB(0xff,0x00,0x00,0x00)",1.000,0.826,0.017,0.418,44.709,0.826,0.017,0.418,44.709,-0.956,0.291,0.044,44.709
61,183,60,0.218,-1.003,4.509,5.502,"D3DCOLOR_ARGB(0xff,0x6b,0x6b,0x6b)","D3DCOLOR_ARGB(0xff,0x00,0x00,0x00)",1.000,0.914,0.018,0.418,44.709,0.914,0.018,0.418,44.709,-0.772,0.455,-0.444,44.709
61,184,65,0.343,-1.089,4.456,5.449,"D3DCOLOR_ARGB(0xff,0x6b,0x6b,0x6b)","D3DCOLOR_ARGB(0xff,0x00,0x00,0x00)",1.000,0.826,0.017,0.418,44.709,0.826,0.017,0.418,44.709,-0.956,0.291,0.044,44.709
61,185,57,0.402,-1.309,4.514,5.508,"D3DCOLOR_ARGB(0xff,0x6b,0x6b,0x6b)","D3DCOLOR_ARGB(0xff,0x00,0x00,0x00)",1.000,0.803,0.118,0.418,44.709,0.803,0.118,0.418,44.709,-0.956,0.253,-0.146,44.709
